Copper T,Copper C,Brass T,Brass C,Ti T,Ti C,PB T,PB C,S T,S C,Al T,Al C
65.966293,5112457.368,26.326111,8280097.45,40.538868,1495048.121,91.486137,45916516.97,82.507874,834787.2452,41.831741,11651167.14
67.716026,5128128.827,26.859137,8244596.828,44.343601,1474274.044,93.058403,45720292.54,84.659149,823572.4119,44.098648,11634133.27
67.833717,5125986.155,26.670851,8232830.839,44.44622,1473131.075,93.158295,45720292.54,84.712898,823182.5794,44.320045,11634133.27
67.912697,5122419.01,26.854412,8242913.914,44.548172,1472871.557,93.263039,45671498.21,84.776588,822567.8053,44.573963,11634133.27
67.994316,5123845.272,26.546684,8242913.914,44.659775,1472249.085,93.341118,45622807.91,84.814354,822342.6181,44.736164,11630732.47
68.09861,5121706.177,26.211706,8244596.828,44.746502,1471938.047,93.420738,45622807.91,84.863846,821422.6803,44.907417,11627333.66
68.188599,5123132.042,25.870604,8244596.828,44.847507,1471161.025,93.437088,45622807.91,84.911247,821341.0077,45.108761,11627333.66
68.260094,5125986.155,25.588238,8244596.828,44.953804,1470488.269,93.40683,45574221.32,84.97316,820790.1418,45.316414,11627333.66
68.348587,5127414.404,25.435156,8242913.914,45.05975,1470229.681,93.404701,45525738.11,85.032928,820402.9382,45.524036,11623936.83
68.497536,5128843.449,25.311466,8246280.43,45.160755,1469299.516,93.484016,45574221.32,85.108429,820219.6534,45.743073,11623936.83
68.629227,5129558.27,25.276678,8241231.687,45.259243,1469041.345,93.606621,45525738.11,85.187225,819182.5848,45.945812,11620541.99
68.747803,5127414.404,25.148565,8244596.828,45.372631,1468009.57,93.764946,45525738.11,85.259705,818614.3281,46.141594,11620541.99
68.844635,5125986.155,25.045397,8244596.828,45.471741,1467288.19,93.953575,45429080.49,85.341843,818046.8592,46.360504,11617149.13
68.94442,5130273.291,25.009661,8244596.828,45.577351,1467236.69,94.123451,45477357.94,85.421562,817824.1403,46.57338,11613758.25
69.028427,5133851.387,25.588238,8244596.828,45.685753,1466310.306,94.306046,45429080.49,85.461418,817156.7103,46.757019,11613758.25
69.141037,5138869.113,25.710932,8271617.219,45.8106,1465641.979,94.442017,45477357.94,85.499466,816631.6232,46.936119,11610369.35
69.268837,5140304.552,25.563881,8285193.94,45.918686,1465128.295,94.501671,45380905.43,85.55381,815724.4116,47.141399,11613758.25
69.376671,5144615.682,25.414288,8232830.839,46.018044,1464307.15,94.54377,45429080.49,85.591263,816006.4391,47.331276,11606982.43
69.51696,5148934.05,25.253283,8191082.204,46.135422,1463948.188,94.630402,45332832.44,85.656502,814939.7903,47.57888,11606982.43
69.620918,5151095.954,25.290596,8244596.828,46.244385,1462923.553,94.777885,45380905.43,85.713562,814176.7381,47.813232,11606982.43
69.705833,5149654.483,25.277941,8241231.687,46.353359,1462360.614,94.908134,45380905.43,85.775169,813234.9373,48.033691,11606982.43
69.763008,5150375.118,25.395941,8246280.43,46.462936,1461798.109,94.99839,45380905.43,85.815948,813916.0218,48.259838,11603597.48
69.880371,5147493.789,25.480707,8234509.638,46.573425,1461184.96,95.126518,45332832.44,85.855492,812574.9739,48.460091,11603597.48
69.994141,5142459.213,25.665092,8242913.914,46.69355,1460470.269,95.25618,45332832.44,85.909554,811936.0315,48.656986,11600214.51
70.10376,5145334.907,25.708086,8237869.291,46.808998,1459807.254,95.309196,45332832.44,85.993515,811357.8573,48.824123,11596833.51
70.197586,5139586.732,25.690683,8207730.745,46.926598,1459195.774,95.285576,45332832.44,86.070549,811198.5059,48.976501,11596833.51
70.31881,5139586.732,25.718206,8239550.146,47.048222,1458432.143,95.278908,45284861.18,86.128525,809092.9929,49.156815,11596833.51
70.444183,5142459.213,26.165888,8239550.146,47.176365,1457516.841,95.342834,45332832.44,86.166275,809509.2542,49.357841,11593454.48
70.574341,5143896.658,26.957703,8236189.122,47.293327,1457008.836,95.449463,45236991.35,86.206741,809648.1032,49.524895,11593454.48
70.699738,5144615.682,27.804142,8241231.687,47.431347,1456196.765,95.556419,45284861.18,86.256882,808321.071,49.699738,11590077.42
70.813217,5144615.682,28.522541,8236189.122,47.538361,1457466.025,95.640648,45236991.35,86.320015,806073.1055,49.873955,11586702.32
70.902252,5145334.907,29.047504,8237869.291,47.649078,1453159.541,95.701233,45236991.35,86.397636,806112.4357,50.056561,11586702.32
70.987724,5146054.333,29.550505,8234509.638,47.774372,1454018.801,95.75972,45189222.62,86.4804,805503.2481,50.254456,11583329.19
71.054436,5143896.658,30.181091,8241231.687,47.893444,1453311.101,95.85154,45189222.62,86.535355,804855.769,50.426807,11583329.19
71.16613,5138869.113,30.840269,8237869.291,48.028008,1452705.05,95.927284,45141554.66,86.595482,802978.0981,50.620758,11583329.19
71.288231,5135284.023,31.523571,8237869.291,48.134659,1451696.087,96.032135,45189222.62,86.660103,803192.8034,50.754047,11579958.02
71.420151,5136000.641,32.221512,8231152.724,48.266411,1462002.606,96.158195,45141554.66,86.72142,802529.5397,50.910725,11576588.82
71.551186,5134567.605,32.963264,8242913.914,48.38607,1450990.646,96.28064,45093987.16,86.770676,801984.1445,51.044895,11576588.82
71.699776,5136717.458,33.773548,8263154.341,48.514404,1444822.193,96.403992,45093987.16,86.818993,800701.4985,51.141834,11576588.82
71.807884,5140304.552,34.651592,8236189.122,48.647358,1448978.874,96.520386,45046519.81,86.850708,799984.2325,51.245052,11573221.57
71.896935,5143177.835,35.433964,8206062.846,48.766983,1448025.235,96.620712,45046519.81,86.902687,799442.2902,51.355179,11573221.57
71.968391,5142459.213,36.19136,8241231.687,48.884731,1447323.357,96.711647,44999152.28,86.945274,798534.2502,51.539707,11569856.29
72.035988,5138151.695,36.859673,8232830.839,49.009602,1446572.099,96.818642,45046519.81,87.007797,797416.5296,51.785725,11569856.29
72.107468,5136000.641,37.438419,8234509.638,49.139404,1446071.694,96.918083,44951884.26,87.063095,797609.0168,52.040077,11566492.96
72.214371,5134567.605,38.044075,8234509.638,49.273224,1445171.836,97.013275,44999152.28,87.125923,797435.7742,52.254818,11563131.58
72.318893,5136000.641,38.65691,8239550.146,49.387222,1444922.074,97.156975,44951884.26,87.190567,796397.8968,52.497101,11563131.58
72.414185,5139586.732,39.239422,8247964.719,49.505234,1443525.002,97.336159,44999152.28,87.256119,795784.1322,52.662605,11563131.58
72.530022,5141740.792,39.817577,8234509.638,49.647385,1442927.083,97.503548,44904715.44,87.323189,795879.9706,52.817909,11559772.16
72.626801,5138151.695,40.413239,8212738.512,49.772816,1442080.879,97.729446,44951884.26,87.399628,794502.1217,52.983376,11556414.69
72.741432,5138151.695,41.072792,8239550.146,49.909992,1441185.98,97.931152,44904715.44,87.475166,794635.8698,53.195297,11556414.69
72.861732,5136000.641,41.75629,8231152.724,50.031353,1440639.643,98.014847,44904715.44,87.540421,793910.3493,53.346661,11553059.17
72.969231,5132419.55,42.340046,8232830.839,50.169453,1439498.641,98.023628,44904715.44,87.593605,793300.4115,53.489902,11553059.17
73.069321,5133851.387,42.861584,8209399.322,50.305965,1439102.194,98.021507,44904715.44,87.659164,793052.8918,53.660412,11549705.59
73.167877,5137434.477,43.376659,8231152.724,50.421719,1438260.469,98.071251,44857645.51,87.722008,792007.4003,53.850368,11546353.97
73.272705,5137434.477,43.879715,8227798.546,50.568455,1437271.464,98.148911,44904715.44,87.750412,791589.9751,54.009743,11546353.97
73.363213,5137434.477,44.369785,8222772.402,50.692867,1436579.969,98.280556,44857645.51,87.783653,790851.0744,54.123875,11546353.97
73.449562,5135284.023,44.867477,8229475.293,50.827171,1435691.882,98.414635,44810674.16,87.802376,790832.1464,54.308704,11543004.29
73.558853,5137434.477,45.359966,8226122.482,50.963017,1434804.892,98.59211,44810674.16,87.826851,789962.4352,54.485706,11539656.55
73.653831,5141740.792,45.834591,8224447.101,51.108124,1434214.174,98.78141,44810674.16,87.856461,787777.7212,54.643528,11539656.55
73.736313,5144615.682,46.276436,8221098.385,51.245491,1433181.587,98.918861,44763801.07,87.895142,788341.5741,54.792366,11536310.75
73.818794,5146773.96,46.677788,8224447.101,51.382217,1432444.934,99.00563,44763801.07,87.930496,787758.94,54.893871,11536310.75
73.898575,5150375.118,47.051407,8224447.101,51.522346,1431512.928,99.049019,44763801.07,87.978828,786839.7566,55.000462,11532966.89
73.974213,5152538.232,47.384907,8221098.385,51.679775,1431022.885,99.062393,44717025.93,88.046516,786652.4316,55.103455,11532966.89
74.080521,5151816.992,47.699715,8191082.204,51.832531,1429848.15,99.083923,44717025.93,88.103325,785642.4162,55.310638,11529624.97
74.184433,5151095.954,48.00639,8222772.402,51.986851,1428968.364,99.083008,44670348.45,88.148964,785119.7248,55.501022,11529624.97
74.292206,5148934.05,48.282619,8217752.394,52.154129,1427504.457,99.097572,44717025.93,88.197327,784392.8484,55.674301,11529624.97
74.412209,5149654.483,48.570248,8216080.42,52.281822,1427601.958,99.157356,44623768.32,88.245064,783444.346,55.875729,11526284.99
74.503601,5146054.333,48.845448,8214409.126,52.441639,1426627.552,99.24659,44670348.45,88.308517,782535.1981,56.123516,11522946.94
74.594131,5146773.96,49.085865,8217752.394,52.582287,1425557.241,99.354019,44577285.23,88.355362,781572.6929,56.313213,11522946.94
74.657845,5148213.819,49.336185,8216080.42,52.734375,1424682.725,99.454155,44623768.32,88.409172,780317.5992,56.445141,11519610.82
74.736748,5150375.118,49.561989,8209399.322,52.87746,1424294.396,99.527603,44623768.32,88.435143,780852.3665,56.594734,11519610.82
74.851685,5150375.118,49.823032,8211068.578,53.006649,1423082.231,99.564934,44623768.32,88.468704,778479.1787,56.77422,11516276.63
74.960945,5149654.483,50.105724,8217752.394,53.152802,1422307.527,99.610474,44623768.32,88.539116,780870.8198,56.950699,11512944.38
75.078857,5150375.118,50.370117,8209399.322,53.281025,1421533.666,99.709099,44623768.32,88.594414,776978.1254,57.07542,11512944.38
75.200928,5152538.232,50.648373,8211068.578,53.420361,1420229.684,99.855423,44577285.23,88.623131,778772.7436,57.199844,11509614.05
75.281921,5151816.992,50.859097,8206062.846,53.563728,1419072.596,100.036659,44623768.32,88.668755,776229.7674,57.299721,11509614.05
75.328384,5151816.992,51.103542,8239550.146,53.715706,1418687.318,100.236732,44530898.88,88.706253,777801.1567,57.438774,11509614.05
75.425156,5153259.674,51.329075,8207730.745,53.86211,1417869.298,100.383972,44577285.23,88.754295,773703.3446,57.555992,11506285.65
75.542152,5155425.212,51.53075,8176156.158,54.022408,1417004.187,100.46595,44530898.88,88.786629,775319.0844,57.728516,11502959.17
75.630302,5156869.916,51.708916,8202729.081,54.166321,1416044.19,100.514252,44577285.23,88.836212,772925.1167,57.91328,11502959.17
75.718712,5159761.754,51.869106,8211068.578,54.30619,1415133.396,100.562218,44484608.96,88.871574,775300.8925,58.047813,11499634.62
75.844368,5156869.916,52.062675,8201063.214,54.460594,1414223.774,100.599869,44484608.96,88.921127,772509.4976,58.180233,11499634.62
75.932198,5156147.463,52.213879,8206062.846,54.613102,1413219.761,100.65786,44484608.96,88.991257,772527.5587,58.295307,11496311.98
75.985512,5157592.571,52.366276,8216080.42,54.773643,1412264.882,100.718918,44438415.18,89.062607,771986.0927,58.344337,11496311.98
76.083748,5158315.43,52.526421,8209399.322,54.927383,1411406.595,100.805161,44438415.18,89.120323,771986.0927,58.404705,11492991.27
76.174271,5160485.22,52.686527,8201063.214,55.073689,1410121.117,100.925423,44392317.24,89.198631,770599.798,58.551163,11492991.27
76.268074,5163381.115,52.835178,8206062.846,55.213196,1409930.875,101.069084,44392317.24,89.266632,770653.7163,58.739456,11489672.47
76.351433,5162656.837,52.987541,8197733.509,55.385086,1408458.239,101.187843,44346314.84,89.332817,769791.9285,58.890957,11489672.47
76.414543,5163381.115,53.167702,8199398.023,55.546783,1407794.185,101.248589,44346314.84,89.393883,770438.0885,59.034679,11486355.59
76.513412,5164830.282,53.344742,8192744.018,55.716805,1406609.93,101.293869,44346314.84,89.44651,768056.2688,59.163483,11486355.59
76.610786,5165555.171,53.535362,8197733.509,55.869549,1405663.961,101.354912,44346314.84,89.485184,770402.1622,59.245037,11483040.63
76.730484,5164830.282,53.728741,8196069.67,56.029663,1404955.318,101.433304,44300407.68,89.513596,768038.4161,59.370834,11483040.63
76.848373,5164105.597,53.874222,8196069.67,56.193146,1405427.667,101.5065,44346314.84,89.549881,769648.4846,59.496307,11479727.57
76.922523,5166280.262,54.002708,8192744.018,56.346138,1403069.092,101.59581,44254595.47,89.573463,766221.7962,59.630451,11479727.57
77.010674,5165555.171,54.124702,8194406.507,56.514862,1402033.825,101.734344,44346314.84,89.622131,767271.537,59.762779,11476416.43
77.122322,5164830.282,54.251617,8191082.204,56.680466,1401281.862,101.886276,44300407.68,89.654793,765600.4249,59.888229,11473107.2
77.238152,5161932.762,54.389641,8191082.204,56.846069,1400389.954,101.971359,44346314.84,89.703171,766897.5709,60.042648,11473107.2
77.35099,5161208.889,54.535995,8192744.018,57.006107,1399124.457,102.037292,44254595.47,89.746086,763459.9986,60.195583,11469799.88
77.457314,5161932.762,54.670906,8189421.064,57.157803,1398328.835,102.118431,44300407.68,89.801117,764449.1194,60.342815,11469799.88
77.560341,5164105.597,54.790993,8206062.846,57.315353,1397160.445,102.191658,44254595.47,89.859161,763036.8728,60.495396,11466494.46
77.643105,5163381.115,54.937309,8186100.804,57.474728,1396320.413,102.235733,44254595.47,89.938087,761998.6795,60.640549,11466494.46
77.724991,5164830.282,55.010178,8189421.064,57.648273,1395481.39,102.290146,44208877.91,89.990089,761349.0493,60.779686,11463190.95
77.790199,5167005.558,55.087334,8184441.683,57.807018,1394364.26,102.359108,44208877.91,90.042686,760595.4639,60.925686,11463190.95
77.875656,5169182.667,55.174694,8186100.804,57.962685,1393295.355,102.459099,44208877.91,90.095604,760158.0183,61.041828,11459889.34
77.991493,5171361.612,55.284863,8186100.804,58.130638,1391903.59,102.542381,44163254.72,90.152763,757839.2408,61.168709,11456589.63
78.103752,5173542.394,55.378368,8184441.683,58.297958,1391671.9,102.615036,44163254.72,90.205681,758796.4162,61.300377,11456589.63
78.186836,5174997.271,55.478046,8184441.683,58.469296,1390237.139,102.67675,44163254.72,90.258575,756572.5315,61.423058,11456589.63
78.278862,5172088.335,55.572174,8202729.081,58.636604,1389497.774,102.761543,44117725.59,90.31604,757943.5426,61.550831,11453291.82
78.351814,5171361.612,55.653004,8181125.459,58.809429,1389913.57,102.851524,44117725.59,90.367737,754913.1537,61.692596,11449995.91
78.412552,5171361.612,55.726757,8153045.682,58.988731,1385537.122,102.933922,44117725.59,90.411888,756416.655,61.830208,11446701.89
78.478653,5171361.612,55.796787,8184441.683,59.164326,1386548.162,103.007484,44163254.72,90.459976,753914.1357,61.960331,11446701.89
78.573654,5172088.335,55.916801,8181125.459,59.337734,1385445.283,103.111176,44072290.24,90.525909,755051.1571,62.091652,11443409.77
78.663887,5172088.335,56.011818,8181125.459,59.507442,1384665.138,103.224876,43936543.96,90.558571,753312.5582,62.223564,11443409.77
78.757408,5172088.335,56.100048,8176156.158,59.682995,1383244.781,103.323708,44072290.24,90.587601,753364.0843,62.36919,11440119.54
78.796112,5172088.335,56.160816,8179468.354,59.866829,1382375.679,103.399109,44072290.24,90.618431,752694.7935,62.479908,11440119.54
78.853874,5172815.262,56.209877,8174501.066,60.03373,1381735.986,103.496727,44072290.24,90.66835,752471.9607,62.531818,11436831.21
78.934875,5173542.394,56.244114,8174501.066,60.199078,1380686.347,103.580956,43981699.71,90.733368,750864.6262,62.613583,11433544.76
79.03582,5174997.271,56.307655,8182783.235,60.389038,1379319.646,103.667633,43981699.71,90.815926,751599.0433,62.715332,11433544.76
79.139778,5177181.121,56.385078,8174501.066,60.573753,1378682.778,103.756737,43936543.96,90.869461,749842.2534,62.829014,11433544.76
79.239227,5179366.815,56.452625,8176156.158,60.775085,1377320.04,103.838242,43981699.71,90.906349,749519.0822,62.939415,11430260.2
79.348228,5181554.356,56.523861,8174501.066,60.967148,1376277.096,103.94075,43936543.96,90.935089,748161.4115,63.022041,11426977.53
79.453362,5182283.947,56.596954,8174501.066,61.139217,1375507.24,104.025002,43936543.96,90.968651,747975.1163,63.146759,11426977.53
79.525711,5183013.743,56.638279,8171192.891,61.307865,1374331.477,104.096176,43891480.84,91.026741,747568.976,63.306957,11426977.53
79.573654,5182283.947,56.674679,8169539.807,61.486061,1373112.617,104.178917,43936543.96,91.089935,746538.685,63.422707,11423696.75
79.641273,5181554.356,56.721558,8172846.643,61.662399,1372796.97,104.278702,43891480.84,91.150726,745057.3573,63.502937,11420417.85
79.75116,5181554.356,56.775837,8167887.392,61.836861,1371220.905,104.362961,43891480.84,91.20005,744939.7768,63.570667,11417140.82
79.879517,5182283.947,56.838421,8166235.645,62.000553,1370321.921,104.438431,43846510.06,91.241791,744285.3641,63.679241,11417140.82
79.992386,5183743.745,56.914593,8171192.891,62.174992,1369334.399,104.521774,43891480.84,91.286552,744671.1606,63.777077,11413865.68
80.097847,5185204.366,57.011734,8166235.645,62.350967,1378182.794,104.624619,43801631.34,91.326797,742162.2735,63.878181,11413865.68
80.182411,5185934.985,57.09528,8166235.645,62.532494,1367184.737,104.737526,43891480.84,91.383949,740665.0394,64.012115,11410592.42
80.275948,5185204.366,57.14801,8199398.023,62.713978,1364328.999,104.832474,43801631.34,91.435081,741229.9506,64.148102,11407321.04
80.364098,5184473.953,57.199505,8166235.645,62.904682,1363661.41,104.907326,43891480.84,91.492241,741196.6967,64.277542,11407321.04
80.460899,5181554.356,57.246056,8138257.812,63.083374,1364373.528,104.964828,43801631.34,91.538528,739339.2271,64.402794,11404051.53
80.557098,5180095.79,57.318806,8161284.411,63.259003,1362994.474,105.026917,43846510.06,91.594803,739140.7646,64.497337,11404051.53
80.625305,5181554.356,57.377682,8161284.411,63.444756,1362283.795,105.11306,43801631.34,91.64109,738529.5085,64.613022,11400783.89
80.723892,5181554.356,57.413158,8167887.392,63.639721,1361263.49,105.199486,43846510.06,91.694328,738001.6693,64.705467,11397518.12
80.85437,5181554.356,57.468018,8161284.411,63.827301,1359227.46,105.28257,43756844.4,91.740303,736225.769,64.790451,11394254.23
80.941635,5181554.356,57.509956,8164584.566,64.015793,1358873.989,105.365067,43756844.4,91.771774,736061.766,64.89035,11390992.21
80.988098,5180095.79,57.548489,8157986.922,64.217789,1357991.116,105.459427,43756844.4,91.810196,734981.1762,65.008423,11390992.21
81.073883,5178638.046,57.617828,8164584.566,64.390282,1356757.019,105.594604,43712148.95,91.864662,734327.816,65.119934,11387732.05
81.153404,5178638.046,57.658218,8159635.333,64.566727,1355525.164,105.75106,43712148.95,91.920631,732813.2344,65.224586,11384473.75
81.229958,5177909.481,57.745766,8157986.922,64.762878,1354734.437,105.855804,43712148.95,91.9636,732699.4864,65.342056,11381217.33
81.289833,5177181.121,57.830826,8161284.411,64.94207,1353681.569,105.906044,43712148.95,92.008064,731725.9503,65.444893,11381217.33
81.381599,5179366.815,57.927303,8162934.155,65.125282,1353068.151,105.95446,43712148.95,92.046799,731434.3938,65.543571,11377962.76
81.471855,5179366.815,57.983383,8157986.922,65.311241,1351493.341,106.008667,43667544.71,92.076759,729609.361,65.624977,11374710.06
81.55555,5179366.815,58.026222,8159635.333,65.502098,1350576.393,106.063461,43667544.71,92.117004,729689.922,65.702766,11374710.06
81.652084,5178638.046,58.07029,8154692.097,65.686813,1349660.689,106.142029,43623031.42,92.176613,729319.4883,65.807114,11371459.21
81.78315,5178638.046,58.11808,8162934.155,65.884102,1348224.231,106.224236,43623031.42,92.211105,729222.9153,65.918915,11368210.22
81.906181,5177909.481,58.182159,8154692.097,66.070343,1347572.307,106.326569,43623031.42,92.234703,727553.0372,66.021133,11364963.09
82.013725,5175725.016,58.229633,8156339.177,66.259338,1346573.912,106.463921,43578608.78,92.277679,726976.783,66.130547,11361717.81
82.098022,5177181.121,58.304211,8156339.177,66.441551,1345317.173,106.589401,43578608.78,92.333344,726609.0982,66.252464,11358474.39
82.184731,5174997.271,58.367062,8157986.922,66.63974,1344495.064,106.703033,43534276.52,92.366936,726529.2159,66.393448,11358474.39
82.250862,5174269.73,58.424988,8154692.097,66.825912,1343630.77,106.769753,43623031.42,92.409607,725412.7056,66.485245,11355232.81
82.333992,5173542.394,58.490616,8184441.683,67.001366,1342207.113,106.816963,43490034.37,92.45015,724871.6378,66.584496,11351993.09
82.423965,5174997.271,58.520824,8153045.682,67.195831,1341690.167,106.867821,43578608.78,92.492531,724251.9944,66.697136,11351993.09
82.515732,5174997.271,58.567348,8144823.571,67.40168,1340313.589,106.923271,43490034.37,92.511284,724585.5168,66.774048,11348755.21
82.584557,5173542.394,58.602463,8149754.847,67.608093,1339240.101,106.982971,43578608.78,92.556068,723253.2666,66.884911,11345519.18
82.6492,5174269.73,58.649002,8154692.097,67.785049,1337911.363,107.054276,43445882.05,92.609329,723205.7769,66.990112,11342285
82.710579,5173542.394,58.672707,8154692.097,67.977028,1336841.718,107.133484,43534276.52,92.652908,722083.67,67.119148,11342285
82.748711,5174269.73,58.704155,8154692.097,68.176392,1336371.616,107.218483,43445882.05,92.70829,722273.0773,67.243126,11339052.66
82.83213,5173542.394,58.74358,8151399.932,68.365288,1335176.483,107.320572,43490034.37,92.754288,721201.0813,67.335197,11335822.16
82.942673,5172088.335,58.761761,8149754.847,68.551094,1334068.63,107.409241,43445882.05,92.799385,720760.5955,67.410889,11332593.5
83.058578,5171361.612,58.826771,8148110.425,68.753189,1333260.207,107.48085,43490034.37,92.852646,719912.6049,67.519356,11329366.68
83.165863,5169908.778,58.892063,8128428.999,68.948524,1331900.864,107.541199,43401819.29,92.908943,720100.8748,67.631111,11329366.68
83.247803,5169182.667,58.9617,8146466.666,69.145386,1330967.923,107.607315,43490034.37,92.968567,718628.7242,67.742844,11326141.69
83.362511,5168456.76,59.031933,8148110.425,69.345924,1330036.288,107.686249,43357845.81,93.020332,718331.8928,67.859344,11322918.55
83.474564,5169182.667,59.096622,8144823.571,69.565804,1328767.976,107.77401,43445882.05,93.061195,717816.926,67.984489,11319697.23
83.540726,5171361.612,59.171482,8146466.666,69.765717,1328008.149,107.861488,43357845.81,93.09903,717816.926,68.097122,11316477.75
83.604179,5170635.093,59.220764,8143181.138,69.963165,1326827.922,107.95018,43401819.29,93.141396,716416.2165,68.210045,11316477.75
83.694183,5169182.667,59.259266,8141539.368,70.156296,1325733.874,108.039803,43313961.36,93.181656,715671.4043,68.330414,11313260.1
83.799675,5168456.76,59.306084,8144823.571,70.35865,1324809.549,108.118134,43357845.81,93.224052,715098.3344,68.444817,11310044.28
83.906075,5168456.76,59.346119,8138257.812,70.577271,1323760.744,108.213264,43357845.81,93.262169,715020.9629,68.552376,11306830.29
84.003227,5167731.057,59.383999,8143181.138,70.7882,1324683.605,108.296486,43313961.36,93.288506,713569.4886,68.624466,11306830.29
84.100372,5168456.76,59.420353,8139898.259,71.001282,1321960.677,108.372116,43313961.36,93.334221,713015.1642,68.694176,11303618.12
84.173096,5168456.76,59.478252,8139898.259,71.220795,1320082.121,108.455643,43313961.36,93.369644,712169.9407,68.788918,11300407.77
84.220177,5169182.667,59.529984,8141539.368,71.417,1319457.121,108.540115,43270165.64,93.395668,712139.2431,68.882477,11297199.25
84.248199,5169908.778,59.582047,8156339.177,71.611641,1318250.466,108.634331,43270165.64,93.443192,710638.2936,68.985229,11297199.25
84.339989,5169908.778,59.648552,8139898.259,71.808723,1317751.805,108.719704,43226458.4,93.493446,710760.5829,69.079384,11293992.56
84.443108,5169182.667,59.69936,8134978.901,72.027023,1315843.763,108.805992,43226458.4,93.517967,709524.3448,69.163368,11290787.68
84.537598,5170635.093,59.71571,8136618.026,72.228714,1318791.107,108.872169,43226458.4,93.557014,709143.6579,69.262886,11287584.62
84.622261,5170635.093,59.742489,8141539.368,72.438377,1313652.207,108.951775,43226458.4,93.603661,707822.0457,69.396622,11284383.37
84.705109,5171361.612,59.779751,8136618.026,72.65419,1312703.424,109.055466,43226458.4,93.631798,707306.8914,69.524124,11281183.94
84.7686,5169182.667,59.799152,8136618.026,72.858948,1311838.339,109.182655,43139308.29,93.681763,706656.4456,69.634323,11277986.33
84.813599,5169182.667,59.839184,8136618.026,73.071991,1310727.762,109.304039,43270165.64,93.733521,706837.845,69.751404,11277986.33
84.881859,5167005.558,59.885365,8153045.682,73.293922,1309454.972,109.406548,43095864.87,93.777412,705298.9122,69.842537,11274790.53
84.928947,5166280.262,59.92448,8134978.901,73.486389,1308839.993,109.479462,43226458.4,93.819817,705268.8041,69.923271,11271596.54
84.969498,5164830.282,59.981136,8102334.523,73.675476,1307407.285,109.544739,43139308.29,93.86219,705238.6985,70.011139,11268404.35
85.052361,5164105.597,60.04549,8133340.436,73.885147,1306916.792,109.624672,43182839.37,93.900055,704667.18,70.111214,11265213.98
85.152222,5163381.115,60.110466,8136618.026,74.103081,1305162.213,109.716522,43139308.29,93.935783,703901.5964,70.22438,11262025.41
85.255966,5162656.837,60.160351,8131702.631,74.313347,1304225.65,109.793709,43139308.29,93.982109,703841.621,70.336975,11258838.65
85.337059,5161208.889,60.18652,8133340.436,74.513481,1303087.298,109.862358,43095864.87,94.029648,703931.588,70.43676,11255653.68
85.384445,5160485.22,60.224377,8131702.631,74.712097,1301950.932,109.944435,43095864.87,94.083252,703496.9605,70.544281,11252470.52
85.445854,5159761.754,60.246548,8133340.436,74.926949,1301221.457,110.032623,43095864.87,94.128952,702659.197,70.634514,11252470.52
85.526939,5156869.916,60.278889,8133340.436,75.162392,1300897.508,110.101295,43095864.87,94.175896,702285.8393,70.721779,11249289.16
85.626823,5155425.212,60.334602,8136618.026,75.403648,1298674.719,110.182793,42966058.05,94.213142,701853.2411,70.845375,11246109.6
85.729973,5155425.212,60.392197,8131702.631,75.627419,1297747.44,110.265175,43052508.87,94.257042,701510.5248,70.942162,11242931.84
85.827156,5153981.318,60.451908,8131702.631,75.836769,1296700.804,110.361313,43052508.87,94.305191,700588.3457,71.069931,11239755.87
85.934502,5154703.164,60.495926,8126793.171,76.047081,1296982.424,110.435768,43052508.87,94.349403,700246.8633,71.231033,11236581.69
86.036163,5154703.164,60.516556,8130065.485,76.276382,1292850.885,110.519745,43009240.02,94.397263,700335.9136,71.356422,11233409.31
86.145584,5155425.212,60.542122,8138257.812,76.475594,1293370.89,110.594505,43009240.02,94.438446,700380.4472,71.429375,11233409.31
86.256813,5155425.212,60.59137,8126793.171,76.696289,1292571.056,110.669609,43009240.02,94.487518,699535.2755,71.493416,11230238.72
86.36087,5154703.164,60.654472,8126793.171,76.921288,1291852.051,110.744713,43009240.02,94.529297,699624.1449,71.5896,11227069.91
86.451523,5153981.318,60.716053,8125158.001,77.135262,1290018.223,110.831711,43009240.02,94.565025,699180.0237,71.670609,11223902.9
86.546349,5153981.318,60.748051,8128428.999,77.342468,1289938.61,110.924545,42966058.05,94.606522,699209.6142,71.737305,11223902.9
86.637299,5151816.992,60.758217,8125158.001,77.567474,1288268.992,111.015816,42966058.05,94.657997,698234.4471,71.794495,11217574.22
86.753304,5151816.992,60.787754,8125158.001,77.783279,1285930.864,111.108658,42966058.05,94.710091,698559.2004,71.881142,11217574.22
86.87706,5151816.992,60.806862,8128428.999,78.014725,1286247.401,111.199944,42966058.05,94.778564,698396.786,72.00621,11214412.56
86.980843,5151095.954,60.846252,8144823.571,78.222878,1284784.723,111.276909,42922962.71,94.829453,696747.4009,72.145294,11211252.68
87.085526,5149654.483,60.888725,8120256.438,78.433769,1283798.309,111.36087,42922962.71,94.88456,697423.8832,72.249207,11208094.58
87.186615,5148934.05,60.943226,8092592.237,78.658791,1282065.893,111.442726,42922962.71,94.915154,697541.6664,72.347763,11204938.26
87.26149,5147493.789,61.015228,8120256.438,78.89119,1281397.803,111.537407,42879953.73,94.962418,696806.1733,72.456757,11201783.72
