Copper T,Copper C,Brass T,Brass C,Ti T,Ti C,PB T,PB C,S T,S C,Al T,Al C
103.854256,4942202.308,72.084785,8018672.61,126.860344,1030164.384,130.195496,40834154.41,104.843163,630246.2184,91.380165,10718948.21
103.910095,4939549.133,72.149254,8013898.644,127.120674,1028137.449,130.287781,40795227.66,104.919556,629441.8276,91.473633,10718948.21
103.972267,4938223.613,72.226311,8031431.039,127.392952,1027101.733,130.39679,40795227.66,104.985901,629130.2286,91.573692,10716061.34
104.097786,4937561.12,72.318413,8017080.656,127.683464,1025665.297,130.513504,40756375.07,105.050117,628006.248,91.684792,10713176.03
104.220329,4935574.707,72.443047,7991695.085,127.968712,1023981.984,130.63826,40756375.07,105.13015,626981.4375,91.791115,10710292.27
104.312508,4933589.891,72.55571,8012308.584,128.250519,1022929.587,130.748795,40756375.07,105.218712,626458.4082,91.89238,10707410.06
104.404442,4931606.672,72.696625,8017080.656,128.52298,1021255.235,130.859665,40717596.4,105.299065,625983.6836,91.998405,10704529.4
104.491226,4930285.411,72.7798,8012308.584,128.787323,1019859.975,130.966843,40717596.4,105.375175,624386.7864,92.089218,10701650.29
104.564522,4927645.011,72.853783,8009130.358,129.057022,1018915.361,131.07988,40717596.4,105.469528,623832.74,92.176132,10701650.29
104.654953,4925007.439,72.95356,8009130.358,129.334305,1016981.888,131.203735,40717596.4,105.557823,622680.6509,92.265755,10698772.73
104.748352,4923689.711,73.077324,8013898.644,129.59845,1015672.3,131.307846,40678891.46,105.650963,622434.328,92.360741,10695896.71
104.830971,4920398.475,73.234795,8020265.197,129.851013,1014415.31,131.414108,40678891.46,105.738335,620972.1437,92.450073,10693022.24
104.936707,4919740.755,73.374458,8007542.19,130.118973,1012719.621,131.520691,40640260.04,105.824188,619958.5114,92.545372,10690149.32
104.992622,4917768.652,73.513832,8012308.584,130.388275,1011225.248,131.633469,40640260.04,105.902138,619621.3689,92.641289,10687277.94
105.070419,4917768.652,73.609909,8010719.156,130.64061,1009857.242,131.733276,40640260.04,105.99958,619249.7749,92.749725,10684408.1
105.186111,4916454.794,73.705078,8007542.19,130.908417,1008371.298,131.832474,40640260.04,106.077538,617363.8642,92.851608,10681539.8
105.320999,4915798.129,73.77076,8012308.584,131.17186,1006938.228,131.937836,40601701.92,106.15123,616730.1032,92.950821,10681539.8
105.42379,4914485.324,73.849953,8033028.698,131.448532,1005557.599,132.041046,40640260.04,106.245323,615822.0654,93.055702,10678673.05
105.493507,4915141.639,73.940819,8007542.19,131.69693,1004156.63,132.147064,40486465.3,106.347939,615260.1944,93.154007,10675807.83
105.579468,4915798.129,74.06514,7990113.824,131.95166,1002711.454,132.251831,40601701.92,106.422569,613239.0917,93.257423,10672944.15
105.673218,4915798.129,74.177177,8002781.464,132.209595,1001438.337,132.365875,40524804.75,106.490189,612591.0517,93.366486,10667221.39
105.777222,4916454.794,74.286446,8005954.652,132.495865,999881.3749,132.489532,40601701.92,106.57058,611604.5744,93.480637,10664362.31
105.880318,4915798.129,74.398499,8007542.19,132.778412,998496.1669,132.606995,40448198.32,106.651306,613808.6777,93.598404,10664362.31
105.965988,4915798.129,74.529549,8001195.812,133.077988,997138.576,132.713043,40563216.89,106.737495,609652.3688,93.693443,10658648.75
106.050758,4914485.324,74.659096,8004367.743,133.365982,995666.0836,132.81073,40486465.3,106.816101,606340.9256,93.778625,10658648.75
106.159592,4913829.184,74.683052,8004367.743,133.644867,994339.8235,132.91185,40563216.89,106.898354,608126.4146,93.885345,10655794.26
106.282845,4913173.22,74.709137,7999610.789,133.948349,993064.2718,133.031494,40486465.3,106.989136,607936.2073,93.99176,10652941.3
106.379677,4912517.431,74.775421,8001195.812,134.232391,992003.8092,133.152084,40486465.3,107.089661,606374.307,94.091591,10650089.87
106.486397,4911861.816,74.850937,7996442.627,134.501022,990030.3269,133.277039,40448198.32,107.178024,604621.2029,94.184547,10650089.87
106.537811,4911206.377,74.910179,8005954.652,134.751419,988742.414,133.391769,40448198.32,107.254196,604610.1396,94.287704,10644391.59
106.596451,4909241.108,74.946098,7998026.394,135.008469,987341.2344,133.511154,40410003.61,107.334015,604488.4698,94.388458,10641544.74
106.672836,4907277.412,74.993065,8001195.812,135.262726,986292.953,133.626511,40448198.32,107.440674,603263.4462,94.491592,10638699.4
106.727264,4905969.154,75.058746,8020265.197,135.528351,984620.3251,133.746826,40410003.61,107.522644,602229.9149,94.595955,10635855.59
106.822891,4903354.728,75.163422,7998026.394,135.788681,983230.796,133.872421,40410003.61,107.60096,601539.2088,94.69043,10633013.3
106.928444,4902048.56,75.269012,7964898.474,136.068253,981683.7828,133.999268,40410003.61,107.671692,601079.6176,94.791183,10630172.53
107.035515,4902048.56,75.36908,7993276.972,136.358276,980279.5357,134.092072,40371880.96,107.750313,599454.8128,94.905426,10627333.27
107.119438,4901395.737,75.458092,7993276.972,136.627197,979062.7098,134.212128,40371880.96,107.851494,598911.543,95.002022,10624495.53
107.205452,4900090.612,75.526245,7998026.394,136.904404,977140.3315,134.325073,40371880.96,107.951469,597644.1314,95.079453,10624495.53
107.292099,4899438.311,75.517044,7990113.824,137.154495,976181.9705,134.453171,40333830.18,108.046585,597417.2149,95.169479,10621659.31
107.385658,4897482.447,75.615265,7993276.972,137.405563,974861.6059,134.573853,40333830.18,108.14901,596134.6023,95.274139,10618824.6
107.470482,4897482.447,75.73159,8007542.19,137.654144,973476.7948,134.696396,40333830.18,108.250832,595211.0952,95.373154,10615991.4
107.542381,4896830.84,75.878624,7998026.394,137.926743,972141.1251,134.814651,40257943.39,108.351425,594536.3863,95.485909,10613159.72
107.629021,4896179.405,75.947693,7971187.38,138.199997,970696.4013,134.948044,40295851.05,108.431908,594226.3198,95.613312,10610329.54
107.708168,4893575.401,75.983604,7985373.792,138.45343,969300.9141,135.055435,40220106.97,108.505081,592181.5968,95.709633,10607500.87
107.855598,4892274.437,76.038872,7986953.177,138.741257,967976.6712,135.167206,40295851.05,108.594742,591873.981,95.798485,10604673.71
107.91127,4890324.288,76.127258,7986953.177,139.014008,966588.9873,135.291962,40220106.97,108.681938,591280.8679,95.895393,10604673.71
108.034035,4891624.215,76.201859,7986953.177,139.281113,965628.8956,135.423248,40295851.05,108.797523,591196.2344,96.004005,10599023.91
108.137863,4889674.583,76.307762,7982216.894,139.550461,963892.1931,135.539352,40182341.61,108.906403,589708.5369,96.099739,10599023.91
108.271179,4888375.693,76.403526,7983795.031,139.801834,962449.7058,135.665039,40257943.39,109.011002,589235.3146,96.188889,10596201.27
108.38044,4886428.65,76.525085,7983795.031,140.057663,961320.9273,135.780853,40182341.61,109.119881,588741.8705,96.278931,10593380.13
108.442154,4885131.483,76.706192,7944527.89,140.333771,959930.2039,135.875641,40220106.97,109.198265,588333.0438,96.395042,10590560.49
108.53817,4882539.213,76.823753,7985373.792,140.603561,958565.4786,135.985886,40144647.11,109.297699,587245.61,96.518318,10587742.36
108.624565,4881244.11,76.894043,7982216.894,140.864227,957160.7941,136.098618,40220106.97,109.402634,587005.6624,96.642807,10584925.72
108.715492,4879949.694,76.925049,7983795.031,141.102829,955694.6691,136.219101,40107023.26,109.500885,586745.0722,96.751411,10582110.58
108.816635,4878009.356,76.96711,7983795.031,141.375259,954363.7396,136.332458,40182341.61,109.583855,586432.6691,96.844193,10579296.94
108.847946,4876716.654,77.080368,7988533.188,141.651535,953362.537,136.459167,40069469.87,109.687294,585269.2977,96.944748,10576484.79
108.963852,4871552.692,77.210823,7982216.894,141.912643,951886.3403,136.585251,40144647.11,109.772102,585528.5784,97.049217,10573674.14
109.022568,4870263.41,77.281128,7964898.474,142.187408,951106.6737,136.706696,40069469.87,109.870346,585093.1179,97.145897,10570864.98
109.097221,4868974.81,77.374763,7977486.224,142.462204,948237.2807,136.835266,40144647.11,109.965569,584710.0341,97.259941,10568057.31
109.187279,4868330.766,77.474518,7979062.491,142.734482,948237.2807,136.963226,40031986.73,110.05069,583718.4224,97.368576,10565251.13
109.300217,4867043.188,77.545746,7974335.558,143.004318,946648.2602,137.081909,40107023.26,110.159927,583151.8255,97.471855,10562446.45
109.401398,4878655.964,77.634766,7979062.491,143.264969,945385.1491,137.203384,40031986.73,110.290276,582791.8362,97.574539,10559643.25
109.491745,4866399.655,77.742821,7975910.58,143.535477,944082.7598,137.350586,40069469.87,110.398003,582103.9521,97.679337,10556841.54
109.565826,4858049.18,77.814034,8007542.19,143.806,942762.6919,137.495972,39994573.66,110.50209,581274.4962,97.7826,10554041.32
109.727585,4858690.507,77.899376,7975910.58,144.078476,941488.717,137.645386,39994573.66,110.593651,580508.5864,97.887085,10551242.58
109.794449,4856767.035,77.990562,7944527.89,144.335785,940577.8175,137.769684,39994573.66,110.679138,579470.1824,97.994888,10548445.33
109.902878,4852284.85,78.035057,7974335.558,144.592499,938676.9776,137.875397,39957230.46,110.77774,578972.6611,98.100273,10545649.56
110.005302,4852284.85,78.05471,7972761.158,144.874588,937603.2415,137.976135,39957230.46,110.883972,577889.2011,98.199989,10542855.27
110.118301,4852284.85,78.111198,7977486.224,145.150986,936448.0404,138.087753,39957230.46,111.011292,577899.3081,98.306313,10540062.46
110.228256,4849088.352,78.209137,7974335.558,145.416031,934898.2538,138.210526,39919956.92,111.110535,577838.6713,98.406639,10537271.13
110.346069,4847810.931,78.342651,7966469.77,145.68457,933499.4869,138.326172,39919956.92,111.223518,577212.835,98.500977,10534481.27
110.462387,4846534.184,78.49369,7969614.222,145.947479,932645.5875,138.455185,39919956.92,111.324905,576517.9317,98.598907,10531692.9
110.575691,4844620.322,78.663483,7968041.686,146.226883,930673.0307,138.584518,39919956.92,111.436661,576829.9275,98.71331,10528906
110.684486,4843345.255,78.842751,7966469.77,146.505997,930031.1587,138.705765,39882752.86,111.544174,576387.1952,98.83313,10526120.57
110.809235,4841433.911,78.970467,7969614.222,146.756287,929121.6332,138.816498,39882752.86,111.645905,576316.8232,98.940956,10523336.62
110.936432,4839524.075,79.018379,7961757.742,147.041489,927472.5,138.936813,39845618.08,111.749741,575834.7346,99.041313,10523336.62
111.035011,4837615.745,79.052734,7968041.686,147.327377,926177.9223,139.0578,39808552.39,111.883842,576527.9908,99.132072,10520554.14
111.134163,4835708.92,79.082535,7961757.742,147.616455,925255.4343,139.1828,39882752.86,112.024353,576266.5679,99.225845,10514993.6
111.23999,4833168.823,79.157745,7961757.742,147.865921,923477.1582,139.289536,39808552.39,112.133736,576256.5179,99.328613,10512215.53
111.352448,4831265.501,79.284241,7964898.474,148.137619,922275.0854,139.404633,39808552.39,112.246475,575935.1032,99.436775,10512215.53
111.388,4828730.07,79.421783,7958619.485,148.393188,921197.9224,139.532455,39771555.59,112.360146,575904.9889,99.540154,10509438.93
111.460381,4826830.241,79.531075,7942965.237,148.674789,919819.5815,139.663696,39808552.39,112.47197,575774.5302,99.645615,10503890.12
111.57225,4823667.181,79.61306,7955483.701,148.927856,918405.003,139.777283,39734627.5,112.565491,575123.1222,99.763397,10503890.12
111.667809,4821771.334,79.691353,7953916.735,149.200958,917236.2155,139.891479,39771555.59,112.662964,574343.3756,99.882645,10501117.91
111.754684,4819245.854,79.775177,7957051.284,149.478531,916451.9779,140.024597,39734627.5,112.775444,574383.3111,100.003128,10498347.17
111.847252,4819245.854,79.875267,7957051.284,149.767227,914687.3336,140.15062,39771555.59,112.912979,573984.2052,100.104736,10495577.89
111.954926,4816092.723,79.964607,7985373.792,150.032166,913348.3476,140.267929,39697767.92,113.031906,573725.0836,100.185951,10492810.07
112.047523,4813573.187,80.096016,7949219.54,150.309525,912092.8723,140.367905,39771555.59,113.128799,572681.0069,100.270187,10490043.7
112.165749,4812314.408,80.217903,7925816.539,150.622787,910820.9979,140.466614,39697767.92,113.239769,572710.785,100.351402,10487278.8
112.252327,4810427.472,80.325691,7946091.158,150.924301,909631.8331,140.580826,39771555.59,113.353165,572304.0865,100.435936,10484515.36
112.339188,4807285.866,80.407982,7949219.54,151.210327,908406.2871,140.710907,39697767.92,113.47303,576407.3046,100.540565,10481753.36
112.438431,4806658.037,80.465393,7947655.041,151.463989,907026.5692,140.845352,39734627.5,113.603294,570909.8388,100.664368,10478992.83
112.572388,4804775.534,80.579018,7953916.735,151.730728,905945.4418,140.990982,39660976.66,113.721626,569169.2,100.784897,10473476.12
112.665009,4802894.505,80.733772,7972761.158,151.995529,904729.8024,141.137192,39697767.92,113.803604,570131.6298,100.916809,10473476.12
112.750076,4800388.756,80.867035,7947655.041,152.253418,903127.0232,141.271683,39624253.54,113.898987,569267.2583,101.012772,10467965.21
112.810432,4799762.727,80.989876,7899459.168,152.516083,902113.5657,141.395584,39624253.54,114.011261,568366.395,101.110519,10467965.21
112.94381,4797885.62,81.072456,7938280.964,152.779419,900811.1133,141.509552,39624253.54,114.137558,568337.067,101.228043,10462460.1
113.106453,4795385.093,81.162132,7944527.89,153.05545,899415.6487,141.619186,39587598.35,114.25808,567614.6005,101.332405,10459709.72
113.212387,4793511.408,81.267479,7941403.199,153.310272,898178.8604,141.740326,39587598.35,114.375847,566825.8953,101.437073,10459709.72
113.284813,4791639.186,81.36235,7930486.109,153.575577,896964.7145,141.86676,39587598.35,114.482925,565738.9436,101.531258,10456960.78
113.362694,4789145.165,81.461548,7947655.041,153.841858,895638.6965,141.983856,39551010.92,114.603462,565429.1512,101.641319,10451467.24
113.454453,4787899.127,81.560135,7941403.199,154.112961,894335.7264,142.115906,39551010.92,114.736572,564878.1732,101.744522,10451467.24
113.52388,4787276.351,81.680824,7939841.774,154.372635,893131.9415,142.242645,39514491.06,114.857124,564154.8359,101.846489,10445979.46
113.563126,4785408.996,81.767723,7941403.199,154.657761,892407.4146,142.375,39514491.06,114.978935,563260.4664,101.938873,10445979.46
113.688103,4783543.097,81.842979,7942965.237,154.936874,890544.3114,142.496796,39514491.06,115.10408,562502.9577,102.028297,10440497.45
113.807632,4781678.653,81.871849,7938280.964,155.211884,889123.7137,142.632309,39514491.06,115.23661,562311.5064,102.145889,10437758.6
113.939575,4780436.497,81.943413,7936720.767,155.481812,888160.2932,142.769943,39514491.06,115.399139,561642.452,102.256599,10435021.18
114.013573,4778574.473,82.080986,7936720.767,155.75882,886709.6666,142.899841,39478038.58,115.539932,560290.1065,102.381393,10432285.21
114.136459,4776713.899,82.245621,7941403.199,156.030075,885432.5282,143.0186,39478038.58,115.665771,560233.1085,102.501717,10429550.66
114.246384,4774854.773,82.358627,7958619.485,156.293091,884046.8748,143.131088,39441653.29,115.774139,559682.7253,102.604637,10426817.55
114.335762,4772378.189,82.428978,7933602.213,156.566971,882274.3404,143.241455,39441653.29,115.930283,559237.5178,102.734886,10424085.87
114.413376,4770522.436,82.47506,7933602.213,156.852005,882665.5516,143.358627,39441653.29,116.068687,558424.7138,102.853416,10421355.62
114.480438,4768050.342,82.523567,7933602.213,157.11319,878824.406,143.501312,39405335.01,116.197609,558481.3444,102.966873,10415899.42
114.569534,4765580.809,82.60437,7932043.855,157.370911,879379.021,143.648987,39332898.73,116.309372,558094.5975,103.075523,10418626.81
114.659225,4763730.338,82.728149,7928928.974,157.640106,877790.9943,143.788269,39405335.01,116.430046,557059.6254,103.178764,10413173.46
114.737785,4763113.833,82.837807,7933602.213,157.905823,874741.8971,143.932541,39332898.73,116.521317,556421.7422,103.281723,10410448.92
114.820534,4761881.303,82.954842,7932043.855,158.169662,875218.0667,144.067184,39369083.55,116.617508,556159.5088,103.416214,10407725.81
114.908745,4761881.303,83.044525,7938280.964,158.452927,874174.8332,144.206177,39296780.37,116.732063,555458.3142,103.553703,10407725.81
114.99485,4759418.155,83.109055,7927372.451,158.722214,872623.7454,144.342407,39332898.73,116.864395,555308.9548,103.662689,10405004.12
115.086082,4758187.536,83.18644,7914942.231,158.99408,870280.229,144.489807,39296780.37,116.999207,554321.4739,103.743759,10399565.02
115.161034,4755728.206,83.245422,7925816.539,159.267548,870153.4215,144.636932,39296780.37,117.138306,554209.9049,103.839554,10396847.6
115.272514,4753885.377,83.317627,7919598.993,159.530228,868833.1987,144.767883,39260728.27,117.267014,553968.326,103.93293,10394131.6
115.390656,4751430.492,83.439262,7922706.546,159.826691,867913.2258,144.884216,39296780.37,117.393555,553263.3782,104.042229,10391417.02
115.48526,4748365.448,83.574753,7921152.465,160.099594,866132.9463,144.999619,39260728.27,117.525963,552865.3204,104.145851,10388703.86
115.608269,4746528.32,83.697021,7921152.465,160.388779,864985.9403,145.139938,39296780.37,117.658974,552153.9485,104.252762,10385992.11
115.72583,4745304.357,83.813766,7918046.13,160.65918,863520.7709,145.297989,39260728.27,117.762573,552144.7219,104.365364,10383281.78
115.836456,4744081.025,83.9394,7918046.13,160.921326,862380.6684,145.440506,39296780.37,117.895599,551407.5953,104.472618,10380572.86
115.957649,4741636.252,84.064453,7919598.993,161.208984,860800.2084,145.553452,39224742.27,118.011467,550617.3761,104.578331,10377865.36
116.081284,4739804.326,84.190117,7918046.13,161.476913,859720.3135,145.693771,39224742.27,118.140533,550415.5907,104.684692,10375159.26
116.211899,4737363.958,84.292137,7914942.231,161.747101,858079.1207,145.847519,39188822.18,118.271141,550003.3081,104.791321,10372454.58
116.32225,4736144.716,84.407036,7919598.993,162.027802,857181.7692,145.986343,39224742.27,118.387062,549637.3528,104.887451,10372454.58
116.424438,4734317.03,84.494911,7913391.194,162.304703,855970.6886,146.099945,39152967.81,118.512787,548897.783,105.004623,10367049.45
116.507896,4731882.308,84.585869,7921152.465,162.584808,854640.6992,146.21759,39117178.99,118.6474,548232.9601,105.120598,10364348.99
116.591049,4730057.909,84.669159,7908741.728,162.850616,853349.6748,146.349564,39152967.81,118.761475,547814.8572,105.237183,10361649.94
116.677231,4728842.425,84.744118,7911840.765,163.126633,852201.507,146.516434,39117178.99,118.889076,546998.6713,105.368797,10358952.3
116.801224,4726413.329,84.831398,7910290.943,163.389282,850796.6077,146.640945,39117178.99,119.043343,546591.4898,105.473381,10353561.22
116.891045,4724593.144,84.982872,7904097.723,163.661194,849568.9568,146.761429,39081455.54,119.187515,546374.574,105.588173,10353561.22
117.011124,4722774.36,85.127312,7911840.765,163.9599,848327.6279,146.883469,39081455.54,119.310539,545589.6957,105.703293,10350867.79
117.089172,4722168.41,85.199852,7893282.89,164.219742,846952.6211,146.999008,39010204.03,119.44278,545193.6037,105.820801,10345485.12
117.15815,4721562.616,85.345528,7901004.748,164.491089,845650.487,147.151581,39045797.28,119.593742,544753.1776,105.915199,10345485.12
117.244652,4719746.164,85.439857,7932043.855,164.749359,843755.8639,147.342163,39010204.03,119.753914,544134.1908,106.014076,10340108.05
117.363838,4719140.991,85.559105,7901004.748,165.022964,843245.26,147.487915,39010204.03,119.903671,543623.914,106.10788,10340108.05
117.459152,4717326.402,85.677742,7870207.614,165.280304,841954.4919,147.598465,38974675.61,120.046394,542962.8753,106.217903,10337421.61
117.558998,4717931.11,85.775169,7899459.168,165.553619,840515.5428,147.722733,39010204.03,120.172844,542811.2421,106.35199,10334736.56
117.657021,4717931.11,85.888603,7901004.748,165.83876,839064.6619,147.849823,38939211.85,120.298996,541654.4881,106.469551,10332052.91
117.769577,4716117.451,85.958679,7896369.821,166.097778,837904.1997,147.994034,39010204.03,120.419655,540971.6558,106.583221,10329370.66
117.881554,4713701.408,86.041367,7893282.89,166.372391,836696.6999,148.140778,38939211.85,120.535072,540043.2907,106.686363,10326689.79
117.995934,4712494.314,86.129875,7894826.054,166.657913,835325.7238,148.256332,38974675.61,120.68399,538608.41,106.799133,10324010.32
118.065559,4711287.838,86.274658,7893282.89,166.91951,833792.8938,148.38501,38939211.85,120.825546,537714.3814,106.929955,10321332.24
118.178741,4709479.282,86.391472,7888657.016,167.209534,832779.6586,148.523041,38939211.85,120.970177,536849.4815,107.060173,10318655.54
118.301636,4707672.114,86.468033,7893282.89,167.471176,831553.7889,148.666061,38903812.56,121.081024,535717.9711,107.170265,10315980.24
118.386398,4707070.033,86.537491,7890198.371,167.752625,830133.6561,148.800049,38903812.56,121.234909,535249.36,107.285767,10313306.32
118.494789,4705866.333,86.667236,7891740.329,168.033417,828816.9503,148.923141,38868477.58,121.393387,534236.843,107.400696,10310633.78
118.60527,4705264.714,86.803421,7887116.263,168.304352,827651.8675,149.051865,38868477.58,121.541443,533322.8217,107.511398,10307962.64
118.751503,4703460.778,86.931633,7887116.263,168.569244,826261.3508,149.16716,38868477.58,121.657562,531786.4125,107.597137,10305292.87
118.854752,4701057.682,87.034004,7890198.371,168.84787,825103.4368,149.298996,38833206.73,121.768471,531111.1444,107.707848,10302624.49
118.911385,4698657.039,87.135765,7884036.561,169.118195,823932.5237,149.462326,38833206.73,121.907043,530207.7782,107.813477,10299957.49
118.977989,4695659.682,87.257225,7887116.263,169.367172,822505.913,149.625336,38797999.84,122.049911,529341.3979,107.934135,10297291.87
119.045517,4693264.549,87.373154,7880959.263,169.645523,821423.0516,149.769989,38797999.84,122.182655,528934.6685,108.044579,10294627.63
119.137886,4693264.549,87.529663,7880959.263,169.936981,820021.1958,149.887207,38727777.21,122.326515,528072.4404,108.131241,10291964.76
119.242378,4691469.801,87.704948,7887116.263,170.218231,818992.9964,150.009735,38762856.72,122.4562,527490.7607,108.224533,10289303.28
119.337181,4690274.065,87.863007,7877884.367,170.48291,817375.6041,150.137878,38692761.14,122.601913,527095.2772,108.341621,10286643.17
119.425011,4689676.426,87.966034,7877884.367,170.757477,816226.5063,150.288162,38727777.21,122.742683,527044.8327,108.457504,10283984.43
119.499504,4689078.939,88.041367,7916493.877,171.027603,814889.969,150.449982,38692761.14,122.905602,526557.6992,108.559242,10281327.07
119.617661,4687884.421,88.073959,7877884.367,171.295822,813922.1285,150.612137,38727777.21,123.060875,525753.385,108.664917,10278671.09
119.722473,4686690.512,88.108116,7850317.898,171.567566,812403.6171,150.757797,38657808.33,123.226295,525711.5609,108.757317,10278671.09
119.825485,4685497.211,88.168701,7871741.767,171.845688,811299.9364,150.912476,38727777.21,123.380066,525452.4003,108.867828,10276016.47
119.950607,4684900.788,88.242508,7887116.263,172.125763,809791.1844,151.072815,38692761.14,123.543655,525185.1475,108.965057,10270711.35
119.969383,4683708.398,88.376595,7871741.767,172.420883,808694.5857,151.214722,38727777.21,123.766708,524601.4787,109.074379,10270711.35
120.085442,4681920.95,88.539932,7867141.1,172.715012,807569.7497,151.359131,38657808.33,123.929138,524276.8542,109.186981,10265411.71
120.205437,4679539.808,88.710648,7874811.869,172.980103,806463.5964,151.469574,38692761.14,124.062958,523828.0369,109.311951,10262763.93
120.292419,4678350.145,88.826912,7871741.767,173.24585,804988.2635,151.589371,38622918.61,124.228783,523479.4876,109.422768,10260117.53
120.396057,4675972.632,88.94075,7870207.614,173.512253,803951.0072,151.734451,38622918.61,124.353386,523438.0246,109.537216,10257472.49
120.49939,4673597.535,89.045029,7870207.614,173.762375,802561.8777,151.87265,38588091.81,124.455849,523413.1499,109.649567,10254828.81
120.583351,4671817.795,89.173004,7865608.739,174.039642,801285.0397,152.016815,38588091.81,124.56356,522825.1383,109.767639,10252186.49
120.669731,4668262.378,89.313606,7871741.767,174.305771,800241.9794,152.158783,38588091.81,124.675873,522552.2866,109.888123,10249545.54
120.776451,4665895.105,89.456047,7862545.807,174.565811,798667.2116,152.29483,38553327.76,124.810684,522362.2856,110.016754,10246905.94
120.888298,4662348.694,89.609901,7856427.094,174.84343,797707.0552,152.420593,38518626.3,124.938408,522370.5437,110.120987,10244267.71
121.007431,4659987.413,89.721573,7864076.975,175.109253,796551.8392,152.556046,38518626.3,125.07386,521999.1902,110.21801,10241630.83
121.146606,4658218.022,89.836037,7861015.236,175.382431,795173.014,152.710846,38518626.3,125.224075,521990.9439,110.332817,10238995.31
121.250908,4655272.02,89.929581,7861015.236,175.654343,794251.4159,152.849426,38483987.25,125.346924,520978.6317,110.458755,10236361.15
121.318214,4652917.9,90.033607,7857955.88,175.939987,792955.7366,152.950546,38483987.25,125.492546,520576.4457,110.58744,10233728.34
121.420105,4651153.872,90.161308,7856427.094,176.188904,791724.2523,153.071655,38449410.44,125.677292,519675.8369,110.673325,10231096.88
121.542938,4649978.596,90.3041,7856427.094,176.465302,790705.9189,153.20433,38483987.25,125.828789,518835.36,110.75351,10228466.78
121.652107,4647629.826,90.438606,7853371.308,176.744263,789287.6257,153.350739,38380442.89,125.976006,517786.5508,110.838791,10225838.03
121.77829,4645283.427,90.531853,7856427.094,177.018768,788245.819,153.486237,38449410.44,126.127541,517591.8911,110.927994,10223210.63
121.907486,4644111.115,90.646042,7880959.263,177.280167,786836.3296,153.622986,38414895.71,126.295105,517122.0674,111.04406,10220584.58
121.994255,4642353.758,90.783623,7850317.898,177.540344,785697.5946,153.744766,38414895.71,126.452507,516645.0175,111.177589,10217959.88
122.098312,4640597.729,90.92244,7825975.827,177.822845,784930.4415,153.879944,38380442.89,126.596405,516289.824,111.30661,10215336.53
122.205704,4637089.655,91.063438,7847266.861,178.123596,783870.6993,154.042938,38414895.71,126.752625,516193.0378,111.430527,10212714.52
122.335869,4635337.606,91.196724,7850317.898,178.400681,782520.7413,154.205933,38380442.89,126.92701,515685.5051,111.539673,10210093.86
122.412003,4633003.599,91.313705,7845742.231,178.701126,781467.4915,154.377106,38414895.71,127.10791,515259.3054,111.638573,10207474.54
122.455711,4630671.941,91.409775,7844218.194,178.970306,780242.2779,154.526703,38346051.81,127.274635,514930.0868,111.739609,10204856.57
122.539154,4630671.941,91.531693,7845742.231,179.242935,778948.3196,154.653793,38346051.81,127.41581,514352.9637,111.866249,10202239.94
122.670563,4628342.63,91.64254,7839649.634,179.512695,777948.0882,154.792496,38311722.31,127.561005,513194.619,111.998047,10199624.65
122.781616,4626015.66,91.764771,7844218.194,179.789841,776531.8768,154.93335,38311722.31,127.740112,512724.7845,112.114471,10197010.71
122.874191,4624853.052,91.94735,7844218.194,180.065689,775595.3935,155.067368,38277454.22,127.905663,511819.4015,112.222458,10194398.1
122.997124,4622529.589,92.104118,7841171.896,180.35051,774747.3084,155.191696,38277454.22,128.042892,510956.7133,112.32531,10189176.89
123.102753,4620208.46,92.298119,7841171.896,180.627335,773714.8665,155.335083,38243247.38,128.208466,510412.1096,112.44838,10189176.89
123.230247,4617889.66,92.450874,7835086.392,180.883377,772242.6757,155.480057,38243247.38,128.384552,509459.8776,112.556389,10186568.3
123.34288,4615573.187,92.56945,7836606.882,181.169479,771316.5032,155.633469,38243247.38,128.535995,508761.7402,112.667717,10181355.11
123.441849,4614415.821,92.689896,7835086.392,181.441849,769910.1319,155.778442,38209101.62,128.694534,508346.9037,112.777855,10178750.52
123.531097,4612102.831,92.798912,7836606.882,181.706558,769074.4278,155.926239,38209101.62,128.859573,507425.7308,112.886787,10176147.26
123.64254,4610369.609,92.940002,7836606.882,181.990097,767944.1632,156.063416,38140992.71,129.036026,506896.4001,113.004753,10173545.33
123.767365,4608637.69,93.072144,7829010.327,182.257996,766578.1655,156.227478,38175016.79,129.198318,505903.003,113.121849,10170944.73
123.809883,4607483.799,93.258842,7830528.459,182.534225,764363.5129,156.389053,38107029.22,129.387787,505964.9762,113.23774,10168345.46
123.857567,4605754.047,93.398094,7841171.896,182.81427,764153.926,156.530945,38140992.71,129.549194,505284.1046,113.352135,10165747.51
124.01062,4606330.487,93.47821,7829010.327,183.088882,762703.945,156.65657,38073126.17,129.684052,504882.6321,113.453537,10163150.9
124.098694,4604601.6,93.59343,7830528.459,183.372803,761800.4979,156.800369,38107029.22,129.834061,504335.4967,113.549843,10160555.61
124.184349,4603449.73,93.73056,7848792.083,183.639435,760580.7744,156.939163,38073126.17,129.989929,503712.7464,113.649155,10157961.65
124.294914,4601723.005,93.884308,7827492.783,183.903839,759406.335,157.082642,38073126.17,130.139664,503260.1054,113.766296,10155369.01
124.412773,4599422.718,94.022057,7794255.021,184.184525,758276.7785,157.222977,38039283.39,130.296173,502800.626,113.886734,10152777.69
