Tuesday over 2K,,Tuesday 4-7 kohm,,Thursday 1-50 kohm,,Thursday 4-7,
185.491974,0.661707431,200.378174,0.092152465,129.469894,0.338510206,46.043056,0.000417509
185.733231,0.656693139,200.493103,0.092190532,129.716766,0.33645529,46.140335,0.000417049
185.98201,0.652160617,200.629089,0.092208857,129.956909,0.334462809,46.245747,0.000415857
186.220459,0.647534972,200.755463,0.092223057,130.189041,0.332493866,46.358974,0.000416827
186.456375,0.642897536,200.874115,0.092224209,130.40332,0.330460241,46.475792,0.000414775
186.692291,0.63877278,200.979416,0.092253872,130.634293,0.328582221,46.596825,0.000413085
186.927261,0.634540021,201.078522,0.092270648,130.850784,0.326676336,46.734116,0.000414061
187.170074,0.629151539,201.186615,0.092284239,131.069443,0.324867755,46.856312,0.000416074
187.412598,0.625019035,201.273972,0.092294178,131.309448,0.323069176,46.972504,0.00041294
187.645691,0.620808792,201.384552,0.092314088,131.54361,0.321301695,47.08868,0.00041238
187.876251,0.616004241,201.513397,0.092323592,131.794205,0.319383676,47.213566,0.000411055
188.116562,0.611606649,201.619339,0.092354438,132.031845,0.317482679,47.331833,0.000411491
188.377609,0.606835498,201.657715,0.092389695,132.275696,0.315651709,47.443153,0.00041045
188.617905,0.602167339,201.769836,0.092385691,132.489883,0.313943729,47.557175,0.000408613
188.870453,0.597614933,201.90271,0.092359698,132.710007,0.312219507,47.685638,0.000407776
189.139038,0.592991625,202.040207,0.092374161,132.944672,0.310707942,47.804764,0.000405876
189.383423,0.588133714,202.179886,0.092390637,133.182449,0.309110213,47.926571,0.000405442
189.620575,0.584495938,202.323563,0.092403159,133.421509,0.307437554,48.042667,0.000404362
189.859619,0.579670152,202.460434,0.09241914,133.642349,0.305862879,48.169262,0.000402779
190.11438,0.575073232,202.596054,0.092432349,133.905899,0.304307398,48.284756,0.000404248
190.39299,0.570268431,202.725174,0.092450055,134.155869,0.302784162,48.400799,0.000403619
190.661865,0.565761357,202.853104,0.09246691,134.394135,0.301411654,48.524086,0.000399403
190.913437,0.562039797,202.985306,0.09248063,134.632401,0.299941888,48.648521,0.000399175
191.15184,0.557550326,203.114105,0.092502802,134.883423,0.298696109,48.760365,0.000398705
191.393051,0.553250386,203.248489,0.092518023,135.121124,0.29752986,48.87188,0.00039828
191.652176,0.548811228,203.381622,0.092526821,135.34343,0.296427606,48.978878,0.00039593
191.916626,0.544411903,203.520645,0.092542118,135.580597,0.295492314,49.091858,0.000395212
192.169449,0.540728423,203.653458,0.092549252,135.835754,0.294549958,49.220173,0.000394805
192.423523,0.536158314,203.775436,0.092563038,136.062439,0.293768516,49.340069,0.000392432
192.685776,0.532465655,203.879166,0.092570879,136.330048,0.292783434,49.474667,0.000391687
192.942047,0.528247126,204.012283,0.092582025,136.568573,0.292005725,49.613182,0.000390706
193.198303,0.524101581,204.139832,0.092578249,136.801559,0.291229395,49.750763,0.000389877
193.460526,0.51986897,204.196182,0.09258075,137.026825,0.290501954,49.875114,0.000389366
193.720581,0.516202579,204.264267,0.092602828,137.258316,0.289804458,49.992847,0.000391099
193.990952,0.509968042,204.347839,0.092603838,137.495728,0.289086151,50.121086,0.00038421
194.271988,0.507371415,204.462067,0.092614799,137.715179,0.28844393,50.238487,0.000384816
194.53952,0.503524666,204.577835,0.092604883,137.95076,0.287670421,50.356503,0.000383662
194.80423,0.499454048,204.709396,0.092617049,138.188263,0.287057428,50.468792,0.000383802
195.077103,0.495463621,204.841919,0.092635371,138.434479,0.286397683,50.599701,0.000382864
195.336761,0.491977054,204.957047,0.092646805,138.670471,0.285762914,50.714664,0.000380025
195.565964,0.488197285,205.055161,0.092655629,138.910828,0.285141523,50.842236,0.00037889
195.839127,0.484417777,205.175568,0.092673616,139.155258,0.284533494,50.969219,0.000380771
196.128937,0.480365691,205.300903,0.092564445,139.390106,0.283917425,51.107857,0.000384185
196.399567,0.476662054,205.417892,0.09256319,139.617233,0.283366947,51.261208,0.000382772
196.652252,0.473086357,205.559341,0.092575103,139.830399,0.282656773,51.402557,0.000381611
196.90593,0.469706825,205.705414,0.092587491,140.047333,0.282160317,51.538471,0.000380671
197.156448,0.466049429,205.842194,0.092578892,140.258698,0.28160454,51.68367,0.000378976
197.421692,0.462224766,205.980209,0.092587247,140.483719,0.280931413,51.815666,0.00037661
197.680984,0.458662145,206.119476,0.092601945,140.717819,0.28045212,51.946751,0.000374383
197.939331,0.455048869,206.249435,0.092597326,140.950974,0.279831935,52.065536,0.000374533
198.197952,0.451506499,206.376938,0.092604014,141.204056,0.279295942,52.182198,0.000378016
198.444672,0.448070412,206.501343,0.092606936,141.447205,0.278770138,52.313843,0.000377313
198.694183,0.444362018,206.637482,0.092605551,141.688507,0.278206748,52.453281,0.000376401
198.973846,0.440764064,206.783508,0.09261027,141.922409,0.277545083,52.584316,0.000376013
199.258484,0.437327893,206.92337,0.092625243,142.16037,0.277140621,52.727337,0.000374713
199.538101,0.433762291,207.045563,0.092602071,142.417007,0.276556925,52.854748,0.00037299
199.798584,0.430391366,207.159134,0.092600943,142.669632,0.275945756,52.98904,0.00037229
200.054016,0.427170189,207.271759,0.092608059,142.905197,0.275451719,53.108932,0.000371343
200.316971,0.423812124,207.347519,0.092580217,143.156647,0.274931924,53.235416,0.000372574
200.598404,0.420154728,207.449646,0.092603757,143.402206,0.274389187,53.37178,0.000370933
200.871735,0.417111257,207.568436,0.092600645,143.637253,0.273900422,53.497353,0.000368925
201.136215,0.413945531,207.675751,0.09258873,143.875397,0.273363036,53.6166,0.000369085
201.400681,0.41076321,207.792984,0.092567365,144.128204,0.272821512,53.73587,0.000368914
201.636581,0.40760502,207.896011,0.092594119,144.382263,0.272359467,53.854523,0.000367236
201.897293,0.404477645,208.018829,0.092571722,144.634186,0.271767227,53.982449,0.000366542
202.157379,0.401524426,208.141022,0.092584783,144.882416,0.271312555,54.110657,0.000366672
202.425262,0.398265744,208.261017,0.09258188,145.107315,0.270833351,54.229866,0.000364071
202.710388,0.395091876,208.390305,0.092597048,145.34317,0.270420059,54.358978,0.000361757
202.979202,0.392077754,208.519287,0.092578319,145.578094,0.269888494,54.492256,0.000361871
203.248611,0.389078129,208.627228,0.092554414,145.817703,0.269450402,54.618637,0.000359814
203.519913,0.385980882,208.739182,0.092578874,146.08255,0.268933417,54.75069,0.000360106
203.769211,0.383150347,208.854858,0.092562822,146.340927,0.268468727,54.883652,0.000359025
204.020081,0.38035792,208.994614,0.092567684,146.583084,0.267910057,55.014187,0.00035752
204.286316,0.376984075,209.118637,0.092562355,146.822525,0.267560834,55.136959,0.000358203
204.572586,0.374091069,209.226562,0.092566487,147.068481,0.267091684,55.253998,0.000356625
204.868576,0.371043882,209.367889,0.092539491,147.305466,0.266676391,55.409668,0.00035645
205.131638,0.368237777,209.511063,0.092527972,147.567688,0.266221927,55.573689,0.000356934
205.362381,0.365585267,209.666611,0.092522348,147.82309,0.265846663,55.711689,0.000354848
205.619751,0.362892882,209.812531,0.092513044,148.080399,0.265377535,55.830185,0.000353454
205.887161,0.360013266,209.938385,0.092517428,148.332108,0.264968066,55.944527,0.000350908
206.15361,0.357316105,210.059891,0.09251282,148.581055,0.264580914,56.078873,0.000348885
206.409683,0.354645293,210.215073,0.092498409,148.847488,0.264164329,56.229988,0.000349604
206.676102,0.351878958,210.369675,0.092499784,149.125153,0.263786898,56.376297,0.000350397
206.949371,0.349235456,210.48468,0.092487405,149.376053,0.263367114,56.516312,0.000348212
207.198227,0.346815461,210.606796,0.092485353,149.611069,0.262961313,56.659012,0.000347394
207.446106,0.344300764,210.718689,0.092471839,149.842682,0.262557221,56.794231,0.000345024
207.701797,0.341728613,210.841125,0.092437006,150.118607,0.262128673,56.918358,0.000341923
207.963745,0.339100863,210.956116,0.092423021,150.362762,0.261821362,57.053532,0.000341292
208.225067,0.336557368,211.067062,0.09241501,150.59848,0.261470153,57.190529,0.00033981
208.492615,0.33399392,211.185455,0.092403273,150.829285,0.261105465,57.318813,0.000339003
208.744781,0.331579469,211.307236,0.092387893,151.046661,0.260768021,57.450386,0.000340954
209.00293,0.329201968,211.432419,0.092381704,151.266861,0.260417384,57.579567,0.00033903
209.261383,0.326805791,211.559448,0.092348518,151.503036,0.26005526,57.70813,0.000340436
209.515106,0.324464979,211.697891,0.092344922,151.736053,0.25976189,57.830132,0.000337406
209.758469,0.322138827,211.826767,0.092325153,151.970062,0.259438105,57.960175,0.000336268
210.015884,0.319629153,211.942963,0.092317668,152.199402,0.259115171,58.085442,0.000336267
210.30307,0.317054786,212.078934,0.09229186,152.458435,0.258816944,58.219963,0.000336823
210.579559,0.314708275,212.18924,0.092277941,152.711838,0.258484571,58.352371,0.000334972
210.842926,0.312495988,212.289978,0.092251524,152.94873,0.258189373,58.490444,0.000333739
211.094971,0.310183584,212.398773,0.09223268,153.23999,0.257818821,58.622261,0.000333279
211.349823,0.307952616,212.501022,0.092219986,153.516891,0.25759429,58.757038,0.000332494
211.61499,0.305663729,212.623062,0.092204685,153.78479,0.257203243,58.888836,0.000331651
211.880142,0.303366615,212.734924,0.092197754,154.049881,0.256981695,59.012241,0.000331141
212.143372,0.301347958,212.836273,0.092169613,154.328751,0.256675809,59.143112,0.000330087
212.403198,0.299194002,212.922455,0.092143908,154.561096,0.256452657,59.281155,0.000329417
212.644485,0.297043639,212.950577,0.092115913,154.821594,0.256145788,59.408123,0.000329129
212.908661,0.294855547,212.991058,0.092106067,155.08461,0.25583751,59.54377,0.000328557
213.184326,0.292667977,213.101044,0.092080076,155.348892,0.255605132,59.696106,0.000327067
213.431549,0.290633587,213.197113,0.092055708,155.595703,0.255345001,59.835625,0.000323974
213.682785,0.288498545,213.303391,0.092047389,155.835037,0.255051782,59.977795,0.000322724
213.949982,0.286421838,213.410889,0.092024619,156.078156,0.254874905,60.121765,0.000321294
214.206818,0.284334538,213.48349,0.092035615,156.335983,0.254563193,60.249878,0.00032073
214.461807,0.282325927,213.611984,0.091998964,156.580688,0.254360278,60.380386,0.00031992
214.732681,0.280250664,213.711121,0.091979222,156.812927,0.254119549,60.512096,0.000319171
214.98793,0.278337135,213.771683,0.091959438,157.065796,0.253843911,60.639614,0.000318477
215.262512,0.276226062,213.855377,0.091942968,157.322769,0.253649259,60.773064,0.000317468
215.534286,0.274113533,213.963501,0.091912017,157.567581,0.253426694,60.918194,0.000317015
215.790375,0.272285572,214.206894,0.091871748,157.791153,0.253225809,61.072838,0.000315182
216.030212,0.270514084,214.235916,0.091850422,158.025955,0.253012465,61.218525,0.000314331
216.276001,0.268434863,214.285324,0.091832751,158.268005,0.252791587,61.361828,0.000314005
216.559875,0.266426024,214.381668,0.091796278,158.514755,0.252536662,61.500324,0.00031325
216.817169,0.264545548,214.509811,0.091784568,158.757462,0.252369198,61.631668,0.000312456
217.079086,0.262709631,214.658371,0.091744932,159.006729,0.252203419,61.755241,0.000312018
217.33197,0.260918729,214.81958,0.091711137,159.260742,0.252004538,61.881199,0.00031101
217.585129,0.259022234,214.983841,0.091682271,159.49881,0.251875607,62.017601,0.000310056
217.830795,0.257138012,215.122192,0.09165385,159.737839,0.25166124,62.157871,0.000308793
218.092056,0.255298981,215.263901,0.091621937,159.982819,0.251622573,62.293655,0.000307822
218.365768,0.253366218,215.409317,0.091596519,160.247543,0.251300668,62.436306,0.000305464
218.631012,0.251487645,215.563995,0.09156663,160.490356,0.251129099,62.578938,0.000304104
218.881607,0.249736791,215.718369,0.091533978,160.751053,0.250928578,62.719475,0.000303606
219.1362,0.247998032,215.88475,0.091495799,161.028366,0.250706271,62.864189,0.000303046
219.394226,0.246220806,216.051453,0.091458894,161.27063,0.250557731,62.99934,0.000302419
219.653778,0.24461495,216.202087,0.091418432,161.545135,0.250472309,63.150585,0.00030087
219.909256,0.242918167,216.345001,0.091378784,161.817825,0.250275874,63.296772,0.00030017
220.166595,0.241280971,216.494064,0.091347011,162.059494,0.250105648,63.425335,0.000299528
220.417374,0.239556284,216.623062,0.091298156,162.309052,0.249962065,63.550331,0.000298203
220.654678,0.237917789,216.772156,0.091261258,162.57489,0.249880499,63.667564,0.000297121
220.915375,0.23618716,216.899902,0.091225523,162.811295,0.249699507,63.791348,0.000296508
221.185745,0.234484999,217.031998,0.091175576,163.045227,0.249614811,63.922871,0.000295406
221.454819,0.232912485,217.155731,0.091149253,163.287933,0.249465097,64.058578,0.000293851
221.713913,0.231230048,217.256042,0.091121916,163.540085,0.24932353,64.202026,0.000292741
221.962341,0.229691223,217.347687,0.091105664,163.797546,0.249216902,64.339523,0.000291889
222.202972,0.228013782,217.47139,0.091049733,164.055649,0.249114971,64.467758,0.000291986
222.481949,0.226466443,217.58432,0.091024169,164.29155,0.249002096,64.624306,0.000290784
222.748444,0.224834453,217.8358,0.090963029,164.539658,0.248997261,64.76535,0.00028938
223.003983,0.223378075,217.989731,0.090905123,164.792496,0.248729002,64.909691,0.000288884
223.259811,0.221738221,218.116531,0.090866537,165.028412,0.248677498,65.053993,0.000286851
223.517166,0.220182924,218.248581,0.090811672,165.288177,0.248541359,65.195023,0.000286544
223.77948,0.218648754,218.365479,0.090771894,165.548874,0.248356232,65.335754,0.000285626
224.029633,0.217149811,218.495026,0.090722844,165.811172,0.248368012,65.477058,0.000284178
224.28508,0.215667735,218.631989,0.090679411,166.055328,0.248257734,65.620453,0.000282944
224.530502,0.214074909,218.76123,0.090641601,166.32579,0.248087724,65.748642,0.000282258
224.788361,0.212571195,218.892303,0.090606017,166.589066,0.248060083,65.890846,0.00028028
225.042191,0.211153923,219.019669,0.090564531,166.832336,0.248000643,66.024384,0.0002815
225.28566,0.20971037,219.153534,0.090517672,167.080582,0.247815405,66.129005,0.000281082
225.534424,0.208233489,219.286133,0.090459144,167.339859,0.247742668,66.231544,0.000280387
225.80217,0.206783019,219.408264,0.090409794,167.591599,0.247639966,66.360306,0.000279917
226.046524,0.205419289,219.545502,0.090359951,167.838318,0.247668895,66.467911,0.000278049
226.297775,0.203983019,219.656784,0.090303847,168.082596,0.247719381,66.608887,0.000277734
226.550781,0.202612039,219.776733,0.090252679,168.363541,0.247480864,66.750175,0.000276729
226.821274,0.201218875,219.897278,0.090201234,168.626953,0.247454775,66.8965,0.000275021
227.080475,0.199895256,220.019089,0.090155564,168.882812,0.247318595,67.046387,0.000274039
227.324417,0.198513951,220.150421,0.090096051,169.156631,0.247294949,67.20076,0.000273183
227.587006,0.197188674,220.279602,0.090055035,169.413467,0.247272717,67.353638,0.000272494
227.859558,0.195783442,220.405975,0.090008186,169.677261,0.247202398,67.498169,0.000271651
228.133072,0.194506682,220.534836,0.089961079,169.943542,0.247140187,67.647461,0.000271152
228.388428,0.193203582,220.641785,0.089905705,170.201691,0.247122243,67.794647,0.000269933
228.631958,0.191888723,220.749069,0.089843675,170.453598,0.247075204,67.935875,0.000268226
228.889771,0.190665252,220.866211,0.089797888,170.718658,0.24698101,68.081589,0.000267873
229.132904,0.189398986,221.001526,0.089753393,170.966187,0.246965069,68.224899,0.000266614
229.396286,0.188102781,221.119568,0.089721019,171.227509,0.246950153,68.37178,0.000266226
229.653671,0.186887528,221.238846,0.089660952,171.476944,0.246854168,68.529388,0.000265218
229.896439,0.185712006,221.351639,0.08959798,171.716354,0.246823351,68.680435,0.000263761
230.146393,0.184367372,221.47673,0.089535119,171.973953,0.246739642,68.823723,0.000262825
230.402481,0.183127132,221.606171,0.089474759,172.22905,0.246800225,68.95153,0.000261169
230.665085,0.181976915,221.705704,0.089422255,172.491104,0.246693846,69.066521,0.00026005
230.907455,0.180863121,221.814163,0.089389922,172.772888,0.24673817,69.169594,0.000259207
231.133957,0.179733041,221.917404,0.089331238,173.044022,0.246698608,69.299469,0.000257785
231.384048,0.178491258,222.022781,0.089280624,173.307648,0.246705259,69.428154,0.000256397
231.638184,0.177210688,222.083771,0.089214167,173.575058,0.246607292,69.586617,0.000255363
231.902222,0.176054298,222.190079,0.08916527,173.833984,0.246581064,69.739143,0.0002551
232.147263,0.174954277,222.292664,0.089118739,174.102982,0.246620826,69.894913,0.000254161
232.393219,0.173818471,222.436523,0.089069663,174.350616,0.246657788,70.008713,0.000252788
232.639496,0.172643277,222.567154,0.088982784,174.61116,0.246637169,70.132309,0.000252048
232.878876,0.171554123,222.688843,0.088923856,174.879257,0.246556085,70.26635,0.000250535
233.124161,0.170395292,222.802185,0.088867829,175.140747,0.246584823,70.418831,0.000249035
233.384918,0.169275083,222.932159,0.088808125,175.379623,0.246588189,70.570427,0.000248264
233.658157,0.168153808,223.062164,0.088746397,175.62825,0.246574903,70.734543,0.000247452
233.901138,0.167132829,223.200134,0.088686079,175.866913,0.246598081,70.875114,0.00024644
234.145096,0.16609279,223.31749,0.088633926,176.124969,0.246617051,71.021034,0.000245092
234.381836,0.165042953,223.445282,0.088577436,176.382751,0.246566771,71.180672,0.000243869
234.634109,0.164022048,223.584198,0.088496579,176.656219,0.246617879,71.334938,0.000241723
234.880173,0.162967203,223.706146,0.088404791,176.920273,0.246652562,71.47847,0.000241015
235.121811,0.161905196,223.848099,0.088334995,177.172424,0.246659619,71.623222,0.000240769
235.367187,0.16087465,223.96048,0.088266599,177.410736,0.246662404,71.768234,0.00024033
235.621246,0.159835439,224.098724,0.088219742,177.6698,0.246663994,71.898659,0.000239476
235.865936,0.158826014,224.231415,0.088149866,177.926987,0.246660918,72.030289,0.000238129
236.123032,0.157807802,224.365692,0.0880705,178.179153,0.246717255,72.194069,0.000237144
236.376038,0.156798256,224.468506,0.088004511,178.433502,0.24675379,72.313484,0.000236568
236.632767,0.155800517,224.504211,0.087919978,178.693832,0.246748883,72.444504,0.000236023
236.87735,0.154820209,224.56546,0.087879273,178.960144,0.246757033,72.580597,0.000234954
237.123489,0.153770035,224.68277,0.08781062,179.206985,0.246777202,72.726509,0.000234235
237.367126,0.152784482,224.807739,0.087730139,179.457947,0.246882019,72.873894,0.000232754
237.628082,0.151781839,224.938553,0.087657387,179.703827,0.246852394,73.034393,0.000231858
237.887161,0.150809481,225.040436,0.087586218,179.975494,0.246891873,73.163628,0.000230693
238.126068,0.149876928,225.145691,0.087497774,180.227722,0.246869606,73.304764,0.000230253
238.376709,0.148798204,225.267563,0.087420407,180.499374,0.246981756,73.452446,0.000229138
238.615891,0.14784432,225.366699,0.087346342,180.753174,0.247046723,73.589127,0.000228169
238.858109,0.146904949,225.502731,0.087263712,181.026749,0.24704766,73.740974,0.000226861
239.101242,0.145988193,225.645798,0.087174282,181.278946,0.247109247,73.89106,0.000226602
239.346222,0.145021631,225.76799,0.087102498,181.543747,0.247091125,74.031342,0.000225634
239.599533,0.144103751,225.912933,0.087011586,181.814194,0.247226063,74.172783,0.000224593
239.850021,0.143119162,226.010162,0.086948451,182.082123,0.247178829,74.330292,0.000223979
240.119125,0.142197387,226.100616,0.086877508,182.326813,0.247278288,74.48362,0.000222704
240.372986,0.141286765,226.198761,0.086797993,182.569626,0.247351552,74.637566,0.000221514
240.628693,0.140377774,226.325821,0.086714538,182.814957,0.24738645,74.790291,0.000220283
240.8862,0.139466006,226.45842,0.086646354,183.071594,0.247360666,74.940956,0.000219385
241.139359,0.138604386,226.591949,0.086559632,183.344559,0.247463701,75.081787,0.0002179
241.383514,0.137761677,226.729462,0.086477249,183.602448,0.247479258,75.230965,0.000217714
241.631958,0.136911069,226.873413,0.086384705,183.855331,0.247519738,75.371216,0.000217708
241.887207,0.136022153,227.017349,0.086300094,184.114807,0.247615868,75.524834,0.000216742
242.129745,0.135232664,227.14682,0.086212474,184.368942,0.24767158,75.679672,0.000215182
242.384323,0.134327964,227.259735,0.086118391,184.627777,0.247737469,75.840446,0.000214635
242.633926,0.133494046,227.356598,0.086050281,184.883179,0.247783072,76.006607,0.000213699
242.888138,0.132671431,227.475006,0.085976656,185.134491,0.247835392,76.181076,0.000212915
243.121262,0.131865743,227.593384,0.085904498,185.394272,0.247889061,76.333534,0.000211427
243.374191,0.131013836,227.721008,0.085834396,185.649048,0.247998792,76.485977,0.000210154
243.616867,0.130216594,227.835999,0.085761832,185.913223,0.248043446,76.59227,0.000209373
243.862,0.129387401,227.953171,0.085671017,186.168625,0.248092842,76.704224,0.000208974
244.11084,0.128566011,228.024536,0.085586237,186.418045,0.248101467,76.828705,0.000207825
244.356552,0.127703083,228.117691,0.085488146,186.676895,0.248222326,76.975471,0.000206679
244.628494,0.126934991,228.230804,0.085429161,186.952698,0.248254505,77.108574,0.00020551
244.875992,0.126185444,228.375275,0.085348063,187.221603,0.248358469,77.272942,0.000204274
245.107712,0.125389566,228.442963,0.085251413,187.482941,0.248407663,77.429878,0.00020341
245.352982,0.124606407,228.528687,0.085160282,187.745285,0.24847472,77.589462,0.000202461
245.608475,0.123808475,228.645828,0.085073451,188.013229,0.248500597,77.735367,0.000201844
245.862991,0.123034239,228.745117,0.084967932,188.259811,0.248466143,77.865501,0.000200864
246.124252,0.122253461,228.794006,0.084875764,188.535309,0.248627715,78.007835,0.000200102
246.369125,0.121533508,228.890198,0.08482851,188.811096,0.248714165,78.178452,0.000199368
246.594498,0.120799403,228.988251,0.084758516,189.093506,0.248757572,78.356834,0.000198148
246.842758,0.12000396,229.123489,0.084667089,189.369919,0.248855508,78.494102,0.000197429
247.093079,0.119288403,229.252884,0.084566493,189.659531,0.248854426,78.647163,0.000196663
247.340363,0.118594187,229.39241,0.084483021,189.919937,0.248962711,78.793976,0.000195696
247.588486,0.117847699,229.538696,0.084392591,190.175293,0.249020011,78.942574,0.000194658
247.831055,0.117124104,229.691101,0.084305524,190.445755,0.249090974,79.108154,0.000194175
248.087494,0.116391744,229.832748,0.084205622,190.698914,0.249156259,79.250793,0.000193116
248.33493,0.115679122,229.971008,0.084130816,190.967468,0.249163857,79.387184,0.000192079
248.583603,0.115010379,230.114792,0.084039267,191.241364,0.249257275,79.528648,0.000191138
248.816467,0.114344915,230.251846,0.083916732,191.50267,0.24926785,79.673698,0.000190207
249.051483,0.113667325,230.38208,0.083803519,191.750168,0.249381908,79.819038,0.00018945
249.291428,0.112969991,230.497299,0.083711926,192.004562,0.249318349,79.967926,0.00018834
249.537537,0.112326517,230.632126,0.083615384,192.248596,0.249469751,80.084389,0.00018771
249.787888,0.111655538,230.774948,0.083506266,192.50647,0.249469507,80.224373,0.000187416
250.028992,0.110990811,230.93071,0.083411489,192.772446,0.249531593,80.378349,0.000185383
250.262024,0.110362956,231.083954,0.083301011,193.027786,0.249605121,80.550804,0.000184621
250.496277,0.1096881,231.237198,0.083185617,193.284378,0.249638775,80.710457,0.000184276
250.740387,0.109044198,231.397263,0.083078005,193.543152,0.249708128,80.874268,0.000183561
250.988464,0.108403195,231.558167,0.082966519,193.800644,0.249747443,81.033325,0.000182611
251.228561,0.107778959,231.699722,0.082852185,194.0616,0.249806754,81.197151,0.000181763
251.4673,0.107131093,231.852325,0.082767359,194.32254,0.249853926,81.345215,0.00018074
251.702377,0.106472785,231.918961,0.082666443,194.572815,0.249895875,81.494133,0.000179801
251.959915,0.105823279,231.960083,0.0825778,194.82402,0.249949736,81.638329,0.000179033
252.215927,0.105190485,232.04451,0.08248697,195.073654,0.250002891,81.774452,0.000178005
252.4552,0.104563318,232.152893,0.082382371,195.321686,0.250017173,81.913582,0.000177188
252.687393,0.103995575,232.272324,0.082269038,195.553406,0.250074808,82.068504,0.000176
252.922958,0.103335505,232.328171,0.082165299,195.805847,0.250142736,82.222237,0.00017529
253.187759,0.102670822,232.423965,0.082074308,196.052628,0.250154192,82.368202,0.000174526
253.423233,0.102093147,232.541534,0.081973136,196.294067,0.250282392,82.528183,0.000173664
253.669846,0.101524633,232.688538,0.08189593,196.547729,0.250255242,82.701904,0.000172535
253.901291,0.100923332,232.819305,0.081761765,196.793564,0.250309455,82.877686,0.000171763
254.130569,0.100345173,232.943268,0.081649417,197.037781,0.250329777,83.05378,0.000170613
254.380737,0.09973645,233.07373,0.081552878,197.291428,0.250363233,83.207237,0.000170158
254.642654,0.099140806,233.182648,0.081435378,197.550415,0.250411891,83.349365,0.000169204
254.876129,0.098547722,233.26059,0.081308548,197.824768,0.25045763,83.498962,0.000168596
255.105637,0.098013986,233.3367,0.08119349,198.082443,0.25047135,83.639603,0.000167425
255.346481,0.097423555,233.425705,0.081067479,198.349579,0.250512978,83.778778,0.000166495
255.580215,0.096840897,233.513763,0.080951369,198.59816,0.250523806,83.928078,0.000165675
255.829636,0.096247212,233.58342,0.080834886,198.858978,0.250611255,84.093185,0.000164946
256.096283,0.095677384,233.69754,0.080730306,199.122284,0.250537159,84.253227,0.00016423
256.337311,0.095118506,233.81749,0.08061749,199.380554,0.250658245,84.42878,0.000163713
256.575287,0.094615527,233.937759,0.080500727,199.651703,0.250630437,84.561409,0.000163068
256.812592,0.094099663,234.056473,0.080377134,199.913422,0.250629197,84.709534,0.00016201
257.051086,0.093534981,234.154037,0.080283498,200.181091,0.250714374,84.869011,0.000161154
257.300354,0.092971678,234.304626,0.080184174,200.464767,0.250691813,85.020126,0.000160459
257.548676,0.092463712,234.452194,0.080064529,200.724884,0.250732233,85.165604,0.000159436
257.784363,0.091928851,234.569656,0.079958149,200.976196,0.250702088,85.296768,0.000158743
258.028625,0.091417232,234.705215,0.079856097,201.237244,0.250748019,85.436562,0.000158124
258.252228,0.090897793,234.829742,0.079739499,201.502335,0.250747743,85.580879,0.000157508
258.494934,0.090369975,234.953323,0.079645193,201.769302,0.250787958,85.737091,0.000156722
258.744629,0.089842469,235.075058,0.079533156,202.028152,0.25072257,85.900459,0.000156225
258.99649,0.089311648,235.189728,0.079424238,202.287231,0.250728529,86.073982,0.000155587
259.258148,0.088786925,235.439941,0.079231966,202.553253,0.250740333,86.228447,0.000154549
259.495514,0.088359473,235.559189,0.079091864,202.821747,0.250640358,86.374847,0.00015402
259.732513,0.08784905,235.634918,0.078964712,203.091492,0.25064549,86.529892,0.000153053
259.949524,0.087356976,235.732391,0.078836373,203.364639,0.250692425,86.681694,0.000152035
260.190491,0.086860561,235.836655,0.078710452,203.626205,0.250625518,86.851074,0.000151054
260.437256,0.086324966,235.956192,0.078589686,203.912216,0.250620032,87.013306,0.000150671
260.67572,0.085849616,236.071152,0.078478629,204.185043,0.250643635,87.160629,0.000149842
260.898468,0.085329554,236.210602,0.078342776,204.45282,0.250598063,87.322594,0.000148839
261.133514,0.084867651,236.35527,0.078223283,204.729034,0.250540147,87.479485,0.000148026
261.402588,0.084326098,236.487091,0.078114555,205.006531,0.250521499,87.65007,0.000147083
261.659088,0.083865423,236.643372,0.078002441,205.272705,0.250525019,87.797134,0.000146335
261.88327,0.083417546,236.774231,0.077856202,205.552368,0.250507807,87.92749,0.000145707
262.11142,0.082955344,236.85881,0.077731801,205.820084,0.250423925,88.051292,0.000145235
262.35553,0.082466355,236.933258,0.077605951,206.091537,0.250382009,88.178978,0.000144081
262.596252,0.081973325,237.040787,0.077481958,206.365143,0.250244411,88.318893,0.000143334
262.838501,0.081530053,237.160309,0.077345298,206.639709,0.250247547,88.440033,0.000142378
263.077332,0.081056764,237.299103,0.077229079,206.906754,0.250170067,88.570107,0.000141735
263.334564,0.08058761,237.449524,0.077080637,207.163727,0.250128006,88.769707,0.000140872
263.56778,0.080112134,237.594711,0.076933532,207.414459,0.250093189,88.925491,0.000140166
263.799774,0.07968072,237.755554,0.076808999,207.674225,0.25002023,89.069901,0.000139275
264.036987,0.079217763,237.918808,0.076684721,207.919266,0.249952459,89.224487,0.000138645
264.271362,0.078777527,238.071335,0.07654866,208.16333,0.249821326,89.38414,0.000138234
264.510345,0.078327603,238.241302,0.076402449,208.438416,0.249751114,89.570961,0.000137536
264.757568,0.077912229,238.405762,0.076288305,208.688446,0.249671782,89.715721,0.000137002
264.992249,0.077494756,238.550018,0.076162393,208.966934,0.24959635,89.848251,0.000136163
265.23175,0.077072796,238.686264,0.076044624,209.225647,0.249482899,90.002274,0.000135458
