Tuesday over 2K,,Thursday 1-50 kohm,,Thursday 4-7,
162.31279,1.340183097,109.766296,1.560283541,36.592964,0.000488411
162.562668,1.329413458,109.971954,1.549528252,36.677677,0.000489169
162.834778,1.317345871,110.168785,1.539616197,36.763584,0.000489117
163.089066,1.308616858,110.369308,1.529888596,36.838562,0.000486878
163.352127,1.298954313,110.566788,1.518869712,36.950878,0.000486931
163.5952,1.289060467,110.786285,1.507687439,37.061642,0.000486115
163.86113,1.276630491,110.998787,1.497596599,37.217033,0.000484236
164.132706,1.265603974,111.193291,1.487121994,37.332325,0.000484309
164.369522,1.254641488,111.408562,1.476796002,37.435165,0.000486594
164.60701,1.247406343,111.609833,1.466954084,37.533157,0.000483682
164.832596,1.237045597,111.805641,1.457013962,37.615986,0.000482658
165.082596,1.225226499,112.014275,1.446858663,37.705147,0.00048127
165.358994,1.216798574,112.22541,1.437124423,37.797359,0.000480599
165.636627,1.205786375,112.431351,1.428041704,37.885918,0.000479756
165.883896,1.195832486,112.648926,1.418154284,37.979313,0.000479142
166.132431,1.187073181,112.861343,1.408782977,38.086037,0.00047831
166.383789,1.177958506,113.078362,1.398497934,38.178509,0.000476798
166.6521,1.167938484,113.289299,1.388457425,38.25613,0.000476544
166.911011,1.158317933,113.489532,1.379189897,38.344654,0.00047509
167.160843,1.149546475,113.68676,1.368826542,38.420135,0.00047288
167.410706,1.139922029,113.890129,1.359861246,38.513168,0.000472218
167.649597,1.131073477,114.100868,1.350667563,38.598637,0.000471258
167.907028,1.123044129,114.306114,1.341712518,38.706841,0.000471439
168.166626,1.113880221,114.515045,1.332568666,38.819855,0.000470678
168.429062,1.105054865,114.720955,1.324056081,38.930752,0.000469728
168.69342,1.097007409,114.927811,1.315409153,39.040733,0.000469635
168.94429,1.088304247,115.149673,1.305992249,39.151608,0.00046962
169.195496,1.078917449,115.366081,1.297355247,39.257313,0.000468207
169.463333,1.070641778,115.581276,1.289829468,39.353622,0.000467221
169.734634,1.062533672,115.794044,1.281129889,39.450249,0.000467924
169.990601,1.054406154,116.002235,1.272497697,39.545029,0.000467896
170.251251,1.045081787,116.225159,1.263749914,39.64706,0.000466792
170.498444,1.037222393,116.4328,1.255329797,39.747295,0.000466479
170.755692,1.028803581,116.645073,1.246949683,39.853851,0.000465396
171.010742,1.021069434,116.855225,1.237634247,39.950115,0.000463826
171.253555,1.012128638,117.070282,1.229240614,40.039116,0.000463597
171.514603,1.004701643,117.296425,1.220802972,40.140808,0.000463189
171.791,0.995218303,117.520447,1.212589448,40.228577,0.000462906
172.058365,0.988028258,117.7258,1.204667185,40.324192,0.000462611
172.31723,0.979545094,117.923805,1.196598102,40.430721,0.000460753
172.58522,0.971104158,118.122749,1.18869148,40.52935,0.000458977
172.857605,0.963210797,118.33831,1.180847339,40.617695,0.000459487
173.108978,0.955515127,118.564598,1.172856153,40.714478,0.000457874
173.375427,0.947899239,118.778351,1.165160564,40.80674,0.000457673
173.625259,0.940458428,118.994896,1.157209034,40.89719,0.000458537
173.894562,0.93309031,119.205315,1.149633958,40.986118,0.000456058
174.161026,0.925057732,119.435715,1.141885004,41.094975,0.00045608
174.41748,0.917794115,119.664017,1.133817655,41.20475,0.000454199
174.656052,0.910505258,119.888954,1.126470378,41.315414,0.000453615
174.908752,0.903946094,120.106255,1.119339117,41.405506,0.000451953
175.176819,0.895833783,120.317123,1.111572751,41.501347,0.000450083
175.432053,0.88908168,120.519432,1.104571746,41.600182,0.000448569
175.672852,0.882390687,120.725433,1.097413922,41.690567,0.000446876
175.933792,0.875687811,120.940392,1.090214616,41.803894,0.000445651
176.210693,0.868206668,121.15136,1.082763591,41.92387,0.000443565
176.466278,0.861064781,121.366982,1.075896279,42.028442,0.000444447
176.717133,0.85457396,121.587845,1.068697585,42.145058,0.00044348
176.969894,0.847888195,121.802887,1.061718301,42.255947,0.000442308
177.234283,0.841503196,122.024406,1.05470381,42.368031,0.000442518
177.479828,0.835644174,122.273338,1.047718445,42.491867,0.000443236
177.749252,0.827516359,122.505058,1.041171504,42.603024,0.000443328
178.02684,0.820950076,122.714706,1.03443977,42.715363,0.000442804
178.303497,0.813295056,122.938515,1.027358756,42.824059,0.000440843
178.568863,0.808014022,123.174644,1.021100953,42.936085,0.000440784
178.841431,0.801520466,123.395737,1.01467194,43.049614,0.000438923
179.115921,0.795724737,123.61348,1.007756343,43.160717,0.00043834
179.364349,0.789813075,123.819939,1.001555032,43.267281,0.000439195
179.615601,0.782405015,124.022339,0.9951155,43.371716,0.000437572
179.880951,0.777438586,124.229713,0.988775538,43.486103,0.000435977
180.12532,0.771048251,124.449394,0.982250252,43.612846,0.000433831
180.37973,0.764656302,124.671272,0.97580495,43.721176,0.000432791
180.644485,0.76016957,124.888557,0.96950613,43.830101,0.000432602
180.883194,0.750196921,125.116646,0.963381272,43.929058,0.000432549
181.144852,0.747978778,125.329353,0.957337708,44.059994,0.000430943
181.399567,0.742142878,125.559685,0.950821732,44.166771,0.000431193
181.665924,0.73663635,125.78231,0.944698101,44.275658,0.000428871
181.92569,0.731089964,126.024368,0.938705674,44.389061,0.000428845
182.183578,0.725221807,126.25444,0.932805808,44.503063,0.000427582
182.430161,0.720248495,126.472244,0.926964159,44.616737,0.000427676
182.676743,0.715620699,126.695602,0.921133797,44.742149,0.000426931
182.9431,0.709754217,126.921471,0.915480969,44.860039,0.000427491
183.212326,0.704991949,127.155045,0.909921954,44.991165,0.000426593
183.481842,0.699399719,127.39917,0.904187941,45.12199,0.000424848
183.736603,0.694487272,127.641129,0.898597173,45.241642,0.000424448
183.981598,0.689930078,127.921074,0.892447679,45.36731,0.000423459
184.249542,0.685132847,128.21402,0.886846622,45.483921,0.000422303
184.486725,0.680042312,128.469971,0.881254674,45.590897,0.000420771
184.741821,0.675025916,128.713959,0.875694318,45.714123,0.00041985
185.001907,0.67063813,128.964462,0.870556175,45.835835,0.000419319
185.261398,0.665968891,129.220535,0.865383741,45.936432,0.000418555
185.491974,0.661707431,129.469894,0.859833692,46.043056,0.000417509
185.733231,0.656693139,129.716766,0.854614099,46.140335,0.000417049
185.98201,0.652160617,129.956909,0.849553092,46.245747,0.000415857
186.220459,0.647534972,130.189041,0.844551873,46.358974,0.000416827
186.456375,0.642897536,130.40332,0.839386359,46.475792,0.000414775
186.692291,0.63877278,130.634293,0.83461609,46.596825,0.000413085
186.927261,0.634540021,130.850784,0.829775042,46.734116,0.000414061
187.170074,0.629151539,131.069443,0.82518115,46.856312,0.000416074
187.412598,0.625019035,131.309448,0.820612666,46.972504,0.00041294
187.645691,0.620808792,131.54361,0.816123172,47.08868,0.00041238
187.876251,0.616004241,131.794205,0.811251303,47.213566,0.000411055
188.116562,0.611606649,132.031845,0.806422671,47.331833,0.000411491
188.377609,0.606835498,132.275696,0.801771911,47.443153,0.00041045
188.617905,0.602167339,132.489883,0.797433551,47.557175,0.000408613
188.870453,0.597614933,132.710007,0.793053937,47.685638,0.000407776
189.139038,0.592991625,132.944672,0.789214482,47.804764,0.000405876
189.383423,0.588133714,133.182449,0.785156168,47.926571,0.000405442
189.620575,0.584495938,133.421509,0.780907524,48.042667,0.000404362
189.859619,0.579670152,133.642349,0.776907767,48.169262,0.000402779
190.11438,0.575073232,133.905899,0.772956765,48.284756,0.000404248
190.39299,0.570268431,134.155869,0.769087667,48.400799,0.000403619
190.661865,0.565761357,134.394135,0.765601424,48.524086,0.000399403
190.913437,0.562039797,134.632401,0.76186814,48.648521,0.000399175
191.15184,0.557550326,134.883423,0.758703795,48.760365,0.000398705
191.393051,0.553250386,135.121124,0.755741462,48.87188,0.00039828
191.652176,0.548811228,135.34343,0.752941681,48.978878,0.00039593
191.916626,0.544411903,135.580597,0.750565989,49.091858,0.000395212
192.169449,0.540728423,135.835754,0.748172355,49.220173,0.000394805
192.423523,0.536158314,136.062439,0.746187451,49.340069,0.000392432
192.685776,0.532465655,136.330048,0.743685291,49.474667,0.000391687
192.942047,0.528247126,136.568573,0.741709869,49.613182,0.000390706
193.198303,0.524101581,136.801559,0.739737952,49.750763,0.000389877
193.460526,0.51986897,137.026825,0.737890211,49.875114,0.000389366
193.720581,0.516202579,137.258316,0.736118536,49.992847,0.000391099
193.990952,0.509968042,137.495728,0.734293999,50.121086,0.00038421
194.271988,0.507371415,137.715179,0.732662722,50.238487,0.000384816
194.53952,0.503524666,137.95076,0.73069797,50.356503,0.000383662
194.80423,0.499454048,138.188263,0.729140935,50.468792,0.000383802
195.077103,0.495463621,138.434479,0.72746515,50.599701,0.000382864
195.336761,0.491977054,138.670471,0.725852802,50.714664,0.000380025
195.565964,0.488197285,138.910828,0.724274438,50.842236,0.00037889
195.839127,0.484417777,139.155258,0.722730011,50.969219,0.000380771
196.128937,0.480365691,139.390106,0.721165162,51.107857,0.000384185
196.399567,0.476662054,139.617233,0.71976692,51.261208,0.000382772
196.652252,0.473086357,139.830399,0.717963042,51.402557,0.000381611
196.90593,0.469706825,140.047333,0.716702017,51.538471,0.000380671
197.156448,0.466049429,140.258698,0.715290314,51.68367,0.000378976
197.421692,0.462224766,140.483719,0.713580536,51.815666,0.00037661
197.680984,0.458662145,140.717819,0.712363107,51.946751,0.000374383
197.939331,0.455048869,140.950974,0.710787805,52.065536,0.000374533
198.197952,0.451506499,141.204056,0.709426354,52.182198,0.000378016
198.444672,0.448070412,141.447205,0.708090785,52.313843,0.000377313
198.694183,0.444362018,141.688507,0.706659744,52.453281,0.000376401
198.973846,0.440764064,141.922409,0.704979081,52.584316,0.000376013
199.258484,0.437327893,142.16037,0.703951727,52.727337,0.000374713
199.538101,0.433762291,142.417007,0.702469107,52.854748,0.00037299
199.798584,0.430391366,142.669632,0.700916705,52.98904,0.00037229
200.054016,0.427170189,142.905197,0.699661827,53.108932,0.000371343
200.316971,0.423812124,143.156647,0.69834152,53.235416,0.000372574
200.598404,0.420154728,143.402206,0.69696294,53.37178,0.000370933
200.871735,0.417111257,143.637253,0.695721449,53.497353,0.000368925
201.136215,0.413945531,143.875397,0.694356461,53.6166,0.000369085
201.400681,0.41076321,144.128204,0.692980961,53.73587,0.000368914
201.636581,0.40760502,144.382263,0.691807343,53.854523,0.000367236
201.897293,0.404477645,144.634186,0.690303023,53.982449,0.000366542
202.157379,0.401524426,144.882416,0.689148132,54.110657,0.000366672
202.425262,0.398265744,145.107315,0.687930928,54.229866,0.000364071
202.710388,0.395091876,145.34317,0.686881146,54.358978,0.000361757
202.979202,0.392077754,145.578094,0.685530943,54.492256,0.000361871
203.248611,0.389078129,145.817703,0.684418165,54.618637,0.000359814
203.519913,0.385980882,146.08255,0.683104997,54.75069,0.000360106
203.769211,0.383150347,146.340927,0.681924661,54.883652,0.000359025
204.020081,0.38035792,146.583084,0.680505609,55.014187,0.00035752
204.286316,0.376984075,146.822525,0.679618564,55.136959,0.000358203
204.572586,0.374091069,147.068481,0.678426897,55.253998,0.000356625
204.868576,0.371043882,147.305466,0.677372032,55.409668,0.00035645
205.131638,0.368237777,147.567688,0.676217671,55.573689,0.000356934
205.362381,0.365585267,147.82309,0.67526448,55.711689,0.000354848
205.619751,0.362892882,148.080399,0.674072871,55.830185,0.000353454
205.887161,0.360013266,148.332108,0.673032796,55.944527,0.000350908
206.15361,0.357316105,148.581055,0.67204941,56.078873,0.000348885
206.409683,0.354645293,148.847488,0.670991262,56.229988,0.000349604
206.676102,0.351878958,149.125153,0.670032569,56.376297,0.000350397
206.949371,0.349235456,149.376053,0.668966294,56.516312,0.000348212
207.198227,0.346815461,149.611069,0.667935539,56.659012,0.000347394
207.446106,0.344300764,149.842682,0.666909123,56.794231,0.000345024
207.701797,0.341728613,150.118607,0.66582059,56.918358,0.000341923
207.963745,0.339100863,150.362762,0.665040004,57.053532,0.000341292
208.225067,0.336557368,150.59848,0.664147914,57.190529,0.00033981
208.492615,0.33399392,150.829285,0.663221589,57.318813,0.000339003
208.744781,0.331579469,151.046661,0.662364463,57.450386,0.000340954
209.00293,0.329201968,151.266861,0.661473826,57.579567,0.00033903
209.261383,0.326805791,151.503036,0.660554011,57.70813,0.000340436
209.515106,0.324464979,151.736053,0.659808836,57.830132,0.000337406
209.758469,0.322138827,151.970062,0.658986406,57.960175,0.000336268
210.015884,0.319629153,152.199402,0.658166137,58.085442,0.000336267
210.30307,0.317054786,152.458435,0.657408624,58.219963,0.000336823
210.579559,0.314708275,152.711838,0.65656438,58.352371,0.000334972
210.842926,0.312495988,152.94873,0.655814561,58.490444,0.000333739
211.094971,0.310183584,153.23999,0.654873339,58.622261,0.000333279
211.349823,0.307952616,153.516891,0.654303018,58.757038,0.000332494
211.61499,0.305663729,153.78479,0.653309739,58.888836,0.000331651
211.880142,0.303366615,154.049881,0.652746994,59.012241,0.000331141
212.143372,0.301347958,154.328751,0.651970028,59.143112,0.000330087
212.403198,0.299194002,154.561096,0.65140321,59.281155,0.000329417
212.644485,0.297043639,154.821594,0.650623748,59.408123,0.000329129
212.908661,0.294855547,155.08461,0.649840705,59.54377,0.000328557
213.184326,0.292667977,155.348892,0.649250453,59.696106,0.000327067
213.431549,0.290633587,155.595703,0.648589707,59.835625,0.000323974
213.682785,0.288498545,155.835037,0.647844916,59.977795,0.000322724
213.949982,0.286421838,156.078156,0.647395639,60.121765,0.000321294
214.206818,0.284334538,156.335983,0.646603873,60.249878,0.00032073
214.461807,0.282325927,156.580688,0.646088458,60.380386,0.00031992
214.732681,0.280250664,156.812927,0.645476993,60.512096,0.000319171
214.98793,0.278337135,157.065796,0.64477686,60.639614,0.000318477
215.262512,0.276226062,157.322769,0.644282434,60.773064,0.000317468
215.534286,0.274113533,157.567581,0.643717107,60.918194,0.000317015
215.790375,0.272285572,157.791153,0.643206849,61.072838,0.000315182
216.030212,0.270514084,158.025955,0.642664942,61.218525,0.000314331
216.276001,0.268434863,158.268005,0.642103901,61.361828,0.000314005
216.559875,0.266426024,158.514755,0.641456378,61.500324,0.00031325
216.817169,0.264545548,158.757462,0.64103101,61.631668,0.000312456
217.079086,0.262709631,159.006729,0.640609924,61.755241,0.000312018
217.33197,0.260918729,159.260742,0.640104755,61.881199,0.00031101
217.585129,0.259022234,159.49881,0.639777263,62.017601,0.000310056
217.830795,0.257138012,159.737839,0.63923276,62.157871,0.000308793
218.092056,0.255298981,159.982819,0.639134544,62.293655,0.000307822
218.365768,0.253366218,160.247543,0.638316889,62.436306,0.000305464
218.631012,0.251487645,160.490356,0.637881093,62.578938,0.000304104
218.881607,0.249736791,160.751053,0.637371759,62.719475,0.000303606
219.1362,0.247998032,161.028366,0.636807089,62.864189,0.000303046
219.394226,0.246220806,161.27063,0.636429789,62.99934,0.000302419
219.653778,0.24461495,161.545135,0.636212813,63.150585,0.00030087
219.909256,0.242918167,161.817825,0.635713859,63.296772,0.00030017
220.166595,0.241280971,162.059494,0.635281476,63.425335,0.000299528
220.417374,0.239556284,162.309052,0.634916765,63.550331,0.000298203
220.654678,0.237917789,162.57489,0.634709585,63.667564,0.000297121
220.915375,0.23618716,162.811295,0.634249856,63.791348,0.000296508
221.185745,0.234484999,163.045227,0.634034722,63.922871,0.000295406
221.454819,0.232912485,163.287933,0.633654442,64.058578,0.000293851
221.713913,0.231230048,163.540085,0.633294855,64.202026,0.000292741
221.962341,0.229691223,163.797546,0.633024014,64.339523,0.000291889
222.202972,0.228013782,164.055649,0.632765103,64.467758,0.000291986
222.481949,0.226466443,164.29155,0.632478395,64.624306,0.000290784
222.748444,0.224834453,164.539658,0.632466113,64.76535,0.00028938
223.003983,0.223378075,164.792496,0.631784722,64.909691,0.000288884
223.259811,0.221738221,165.028412,0.631653899,65.053993,0.000286851
223.517166,0.220182924,165.288177,0.631308099,65.195023,0.000286544
223.77948,0.218648754,165.548874,0.630837867,65.335754,0.000285626
224.029633,0.217149811,165.811172,0.630867788,65.477058,0.000284178
224.28508,0.215667735,166.055328,0.630587676,65.620453,0.000282944
224.530502,0.214074909,166.32579,0.630155841,65.748642,0.000282258
224.788361,0.212571195,166.589066,0.630085633,65.890846,0.00028028
225.042191,0.211153923,166.832336,0.629934652,66.024384,0.0002815
225.28566,0.20971037,167.080582,0.629464137,66.129005,0.000281082
225.534424,0.208233489,167.339859,0.629279382,66.231544,0.000280387
225.80217,0.206783019,167.591599,0.629018514,66.360306,0.000279917
226.046524,0.205419289,167.838318,0.629091994,66.467911,0.000278049
226.297775,0.203983019,168.082596,0.629220231,66.608887,0.000277734
226.550781,0.202612039,168.363541,0.628614385,66.750175,0.000276729
226.821274,0.201218875,168.626953,0.628548119,66.8965,0.000275021
227.080475,0.199895256,168.882812,0.628202214,67.046387,0.000274039
227.324417,0.198513951,169.156631,0.628142151,67.20076,0.000273183
227.587006,0.197188674,169.413467,0.628085683,67.353638,0.000272494
227.859558,0.195783442,169.677261,0.627907069,67.498169,0.000271651
228.133072,0.194506682,169.943542,0.627749047,67.647461,0.000271152
228.388428,0.193203582,170.201691,0.627703469,67.794647,0.000269933
228.631958,0.191888723,170.453598,0.627583987,67.935875,0.000268226
228.889771,0.190665252,170.718658,0.62734473,68.081589,0.000267873
229.132904,0.189398986,170.966187,0.627304239,68.224899,0.000266614
229.396286,0.188102781,171.227509,0.627266353,68.37178,0.000266226
229.653671,0.186887528,171.476944,0.627022545,68.529388,0.000265218
229.896439,0.185712006,171.716354,0.626944269,68.680435,0.000263761
230.146393,0.184367372,171.973953,0.626731643,68.823723,0.000262825
230.402481,0.183127132,172.22905,0.626885528,68.95153,0.000261169
230.665085,0.181976915,172.491104,0.626615318,69.066521,0.00026005
230.907455,0.180863121,172.772888,0.626727903,69.169594,0.000259207
231.133957,0.179733041,173.044022,0.626627415,69.299469,0.000257785
231.384048,0.178491258,173.307648,0.626644309,69.428154,0.000256397
231.638184,0.177210688,173.575058,0.626395468,69.586617,0.000255363
231.902222,0.176054298,173.833984,0.626328847,69.739143,0.0002551
232.147263,0.174954277,174.102982,0.626429844,69.894913,0.000254161
232.393219,0.173818471,174.350616,0.626523729,70.008713,0.000252788
232.639496,0.172643277,174.61116,0.626471357,70.132309,0.000252048
232.878876,0.171554123,174.879257,0.626265398,70.26635,0.000250535
233.124161,0.170395292,175.140747,0.626338393,70.418831,0.000249035
233.384918,0.169275083,175.379623,0.626346944,70.570427,0.000248264
233.658157,0.168153808,175.62825,0.626313198,70.734543,0.000247452
233.901138,0.167132829,175.866913,0.626372071,70.875114,0.00024644
234.145096,0.16609279,176.124969,0.626420255,71.021034,0.000245092
234.381836,0.165042953,176.382751,0.626292541,71.180672,0.000243869
234.634109,0.164022048,176.656219,0.62642236,71.334938,0.000241723
234.880173,0.162967203,176.920273,0.626510456,71.47847,0.000241015
235.121811,0.161905196,177.172424,0.62652838,71.623222,0.000240769
235.367187,0.16087465,177.410736,0.626535455,71.768234,0.00024033
235.621246,0.159835439,177.6698,0.626539494,71.898659,0.000239476
235.865936,0.158826014,177.926987,0.626531681,72.030289,0.000238129
236.123032,0.157807802,178.179153,0.626674779,72.194069,0.000237144
236.376038,0.156798256,178.433502,0.62676758,72.313484,0.000236568
236.632767,0.155800517,178.693832,0.626755117,72.444504,0.000236023
236.87735,0.154820209,178.960144,0.626775816,72.580597,0.000234954
237.123489,0.153770035,179.206985,0.626827048,72.726509,0.000234235
237.367126,0.152784482,179.457947,0.627093288,72.873894,0.000232754
237.628082,0.151781839,179.703827,0.627018039,73.034393,0.000231858
237.887161,0.150809481,179.975494,0.627118317,73.163628,0.000230693
238.126068,0.149876928,180.227722,0.627061758,73.304764,0.000230253
238.376709,0.148798204,180.499374,0.627346626,73.452446,0.000229138
238.615891,0.14784432,180.753174,0.627511644,73.589127,0.000228169
238.858109,0.146904949,181.026749,0.627514025,73.740974,0.000226861
239.101242,0.145988193,181.278946,0.627670459,73.89106,0.000226602
239.346222,0.145021631,181.543747,0.627624427,74.031342,0.000225634
239.599533,0.144103751,181.814194,0.627967179,74.172783,0.000224593
239.850021,0.143119162,182.082123,0.627847201,74.330292,0.000223979
240.119125,0.142197387,182.326813,0.628099832,74.48362,0.000222704
240.372986,0.141286765,182.569626,0.628285926,74.637566,0.000221514
240.628693,0.140377774,182.814957,0.628374569,74.790291,0.000220283
240.8862,0.139466006,183.071594,0.628309076,74.940956,0.000219385
241.139359,0.138604386,183.344559,0.62857079,75.081787,0.0002179
241.383514,0.137761677,183.602448,0.628610305,75.230965,0.000217714
241.631958,0.136911069,183.855331,0.628713128,75.371216,0.000217708
241.887207,0.136022153,184.114807,0.628957304,75.524834,0.000216742
242.129745,0.135232664,184.368942,0.629098815,75.679672,0.000215182
242.384323,0.134327964,184.627777,0.629266176,75.840446,0.000214635
242.633926,0.133494046,184.883179,0.629382009,76.006607,0.000213699
242.888138,0.132671431,185.134491,0.629514905,76.181076,0.000212915
243.121262,0.131865743,185.394272,0.629651227,76.333534,0.000211427
243.374191,0.131013836,185.649048,0.62992995,76.485977,0.000210154
243.616867,0.130216594,185.913223,0.630043373,76.59227,0.000209373
243.862,0.129387401,186.168625,0.630168842,76.704224,0.000208974
244.11084,0.128566011,186.418045,0.630190749,76.828705,0.000207825
244.356552,0.127703083,186.676895,0.630497739,76.975471,0.000206679
244.628494,0.126934991,186.952698,0.630579474,77.108574,0.00020551
244.875992,0.126185444,187.221603,0.630843549,77.272942,0.000204274
245.107712,0.125389566,187.482941,0.630968504,77.429878,0.00020341
245.352982,0.124606407,187.745285,0.631138833,77.589462,0.000202461
245.608475,0.123808475,188.013229,0.63120456,77.735367,0.000201844
245.862991,0.123034239,188.259811,0.631117047,77.865501,0.000200864
246.124252,0.122253461,188.535309,0.631527448,78.007835,0.000200102
246.369125,0.121533508,188.811096,0.631747035,78.178452,0.000199368
246.594498,0.120799403,189.093506,0.631857291,78.356834,0.000198148
246.842758,0.12000396,189.369919,0.632106053,78.494102,0.000197429
247.093079,0.119288403,189.659531,0.632103306,78.647163,0.000196663
247.340363,0.118594187,189.919937,0.632378355,78.793976,0.000195696
247.588486,0.117847699,190.175293,0.632523901,78.942574,0.000194658
247.831055,0.117124104,190.445755,0.63270415,79.108154,0.000194175
248.087494,0.116391744,190.698914,0.632869977,79.250793,0.000193116
248.33493,0.115679122,190.967468,0.632889276,79.387184,0.000192079
248.583603,0.115010379,191.241364,0.633126563,79.528648,0.000191138
248.816467,0.114344915,191.50267,0.633153424,79.673698,0.000190207
249.051483,0.113667325,191.750168,0.633443136,79.819038,0.00018945
249.291428,0.112969991,192.004562,0.633281693,79.967926,0.00018834
249.537537,0.112326517,192.248596,0.633666263,80.084389,0.00018771
249.787888,0.111655538,192.50647,0.633665643,80.224373,0.000187416
250.028992,0.110990811,192.772446,0.633823346,80.378349,0.000185383
250.262024,0.110362956,193.027786,0.634010111,80.550804,0.000184621
250.496277,0.1096881,193.284378,0.634095594,80.710457,0.000184276
250.740387,0.109044198,193.543152,0.634271754,80.874268,0.000183561
250.988464,0.108403195,193.800644,0.634371615,81.033325,0.000182611
251.228561,0.107778959,194.0616,0.634522268,81.197151,0.000181763
251.4673,0.107131093,194.32254,0.634642087,81.345215,0.00018074
251.702377,0.106472785,194.572815,0.634748639,81.494133,0.000179801
251.959915,0.105823279,194.82402,0.63488545,81.638329,0.000179033
252.215927,0.105190485,195.073654,0.635020467,81.774452,0.000178005
252.4552,0.104563318,195.321686,0.635056743,81.913582,0.000177188
252.687393,0.103995575,195.553406,0.635203139,82.068504,0.000176
252.922958,0.103335505,195.805847,0.635375681,82.222237,0.00017529
253.187759,0.102670822,196.052628,0.63540478,82.368202,0.000174526
253.423233,0.102093147,196.294067,0.635730414,82.528183,0.000173664
253.669846,0.101524633,196.547729,0.63566145,82.701904,0.000172535
253.901291,0.100923332,196.793564,0.635799154,82.877686,0.000171763
254.130569,0.100345173,197.037781,0.635850773,83.05378,0.000170613
254.380737,0.09973645,197.291428,0.635935755,83.207237,0.000170158
254.642654,0.099140806,197.550415,0.636059348,83.349365,0.000169204
254.876129,0.098547722,197.824768,0.636175527,83.498962,0.000168596
255.105637,0.098013986,198.082443,0.636210377,83.639603,0.000167425
255.346481,0.097423555,198.349579,0.636316115,83.778778,0.000166495
255.580215,0.096840897,198.59816,0.636343617,83.928078,0.000165675
255.829636,0.096247212,198.858978,0.636565743,84.093185,0.000164946
256.096283,0.095677384,199.122284,0.636377534,84.253227,0.00016423
256.337311,0.095118506,199.380554,0.636685099,84.42878,0.000163713
256.575287,0.094615527,199.651703,0.636614466,84.561409,0.000163068
256.812592,0.094099663,199.913422,0.636611316,84.709534,0.00016201
257.051086,0.093534981,200.181091,0.636827671,84.869011,0.000161154
257.300354,0.092971678,200.464767,0.636770364,85.020126,0.000160459
257.548676,0.092463712,200.724884,0.636873033,85.165604,0.000159436
257.784363,0.091928851,200.976196,0.636796463,85.296768,0.000158743
258.028625,0.091417232,201.237244,0.636913131,85.436562,0.000158124
258.252228,0.090897793,201.502335,0.636912429,85.580879,0.000157508
258.494934,0.090369975,201.769302,0.637014577,85.737091,0.000156722
258.744629,0.089842469,202.028152,0.636848488,85.900459,0.000156225
258.99649,0.089311648,202.287231,0.636863625,86.073982,0.000155587
259.258148,0.088786925,202.553253,0.636893608,86.228447,0.000154549
259.495514,0.088359473,202.821747,0.636639666,86.374847,0.00015402
259.732513,0.08784905,203.091492,0.636652701,86.529892,0.000153053
259.949524,0.087356976,203.364639,0.636771919,86.681694,0.000152035
260.190491,0.086860561,203.626205,0.636601972,86.851074,0.000151054
260.437256,0.086324966,203.912216,0.636588036,87.013306,0.000150671
260.67572,0.085849616,204.185043,0.63664799,87.160629,0.000149842
260.898468,0.085329554,204.45282,0.636532234,87.322594,0.000148839
261.133514,0.084867651,204.729034,0.636385125,87.479485,0.000148026
261.402588,0.084326098,205.006531,0.636337757,87.65007,0.000147083
261.659088,0.083865423,205.272705,0.636346698,87.797134,0.000146335
261.88327,0.083417546,205.552368,0.636302981,87.92749,0.000145707
262.11142,0.082955344,205.820084,0.636089915,88.051292,0.000145235
262.35553,0.082466355,206.091537,0.635983445,88.178978,0.000144081
262.596252,0.081973325,206.365143,0.635633939,88.318893,0.000143334
262.838501,0.081530053,206.639709,0.635641907,88.440033,0.000142378
263.077332,0.081056764,206.906754,0.635445103,88.570107,0.000141735
263.334564,0.08058761,207.163727,0.635338266,88.769707,0.000140872
263.56778,0.080112134,207.414459,0.635249828,88.925491,0.000140166
263.799774,0.07968072,207.674225,0.635064509,89.069901,0.000139275
264.036987,0.079217763,207.919266,0.634892366,89.224487,0.000138645
264.271362,0.078777527,208.16333,0.634559281,89.38414,0.000138234
264.510345,0.078327603,208.438416,0.634380939,89.570961,0.000137536
264.757568,0.077912229,208.688446,0.634179433,89.715721,0.000137002
264.992249,0.077494756,208.966934,0.633987832,89.848251,0.000136163
265.23175,0.077072796,209.225647,0.633699659,90.002274,0.000135458
265.474915,0.076625328,209.479675,0.633365937,90.161667,0.00013478
265.70459,0.076199663,209.750015,0.633112664,90.315109,0.0001344
265.94986,0.075796115,210.019638,0.632942986,90.498703,0.000133329
266.186218,0.075351383,210.291794,0.632530954,90.682007,0.000132744
266.426544,0.074940097,210.577393,0.632359976,90.842934,0.000131759
266.669922,0.074525766,210.845749,0.63184169,90.983879,0.000131013
266.93042,0.074116909,211.108749,0.631534899,91.137962,0.000130178
267.165741,0.073732648,211.386459,0.63155072,91.300987,0.000129575
267.391571,0.073323454,211.652252,0.631052517,91.483475,0.000129006
267.614319,0.072932135,211.929276,0.630543137,91.664734,0.000128567
267.834259,0.072534574,212.198151,0.630231547,91.85112,0.000128252
268.059113,0.072133497,212.472031,0.629907505,91.998665,0.000127258
268.316681,0.071728054,212.726471,0.629485334,92.15519,0.00012642
268.536591,0.071356198,212.972778,0.629195146,92.292,0.000125437
268.754639,0.070983292,213.230331,0.628665244,92.427933,0.000124942
268.957642,0.070605598,213.475342,0.628251806,92.588058,0.000124364
